Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Team,Championship,Player_Team
Leonardo Morales,ARG,DF,31.0,23.9,1,11,2,18.2,0.46,0.08,0.09,0.5,15.7,0.0,0,0,1.1,1.1,0.1,-0.1,-0.1,Gimnasia ELP,Brasileiro,Leonardo Morales (Gimnasia ELP)
Ignacio Miramon,ARG,MF,19.0,18.8,0,29,6,20.7,1.54,0.32,0.0,0.0,29.8,0.0,0,0,0.8,0.8,0.03,-0.8,-0.8,Gimnasia ELP,Brasileiro,Ignacio Miramon (Gimnasia ELP)
Matías Melluso,ARG,DF,24.0,15.7,0,9,0,0.0,0.57,0.0,0.0,0.0,26.8,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Gimnasia ELP,Brasileiro,Matías Melluso (Gimnasia ELP)
Franco Soldano,ARG,"FW,MF",28.0,15.0,1,16,4,25.0,1.07,0.27,0.06,0.25,15.3,0.0,0,0,0.7,0.7,0.05,0.3,0.3,Gimnasia ELP,Brasileiro,Franco Soldano (Gimnasia ELP)
Alan Lescano,,"MF,FW",,13.6,3,27,10,37.0,1.98,0.73,0.11,0.3,22.8,4.0,0,0,1.8,1.8,0.07,1.2,1.2,Gimnasia ELP,Brasileiro,Alan Lescano (Gimnasia ELP)
Cristian Tarragona,ARG,FW,31.0,15.2,5,40,15,37.5,2.64,0.99,0.1,0.27,18.6,3.0,1,2,4.7,3.1,0.08,0.3,0.9,Gimnasia ELP,Brasileiro,Cristian Tarragona (Gimnasia ELP)
Guillermo Enrique,ARG,DF,22.0,13.7,1,11,2,18.2,0.8,0.15,0.09,0.5,19.8,0.0,0,0,1.7,1.7,0.15,-0.7,-0.7,Gimnasia ELP,Brasileiro,Guillermo Enrique (Gimnasia ELP)
Benjamín Domínguez,ARG,FW,19.0,12.7,2,26,10,38.5,2.05,0.79,0.08,0.2,19.1,0.0,0,0,1.7,1.7,0.06,0.3,0.3,Gimnasia ELP,Brasileiro,Benjamín Domínguez (Gimnasia ELP)
Bautista Barros Schelotto,ARG,DF,23.0,12.7,1,6,5,83.3,0.47,0.39,0.17,0.2,19.8,0.0,0,0,1.1,1.1,0.18,-0.1,-0.1,Gimnasia ELP,Brasileiro,Bautista Barros Schelotto (Gimnasia ELP)
Agustín Bolívar,ARG,MF,27.0,11.9,0,11,2,18.2,0.92,0.17,0.0,0.0,23.2,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Gimnasia ELP,Brasileiro,Agustín Bolívar (Gimnasia ELP)
Nicolás Colazo,ARG,"DF,MF",32.0,9.7,0,7,3,42.9,0.72,0.31,0.0,0.0,23.7,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Gimnasia ELP,Brasileiro,Nicolás Colazo (Gimnasia ELP)
Erik Ramírez,ARG,"FW,MF",26.0,11.1,4,43,12,27.9,3.87,1.08,0.09,0.33,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Erik Ramírez (Gimnasia ELP)
Nicolás Sánchez,ARG,MF,18.0,6.4,0,5,1,20.0,0.78,0.16,0.0,0.0,35.2,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Gimnasia ELP,Brasileiro,Nicolás Sánchez (Gimnasia ELP)
Antonio Napolitano,ARG,"MF,FW",23.0,6.7,0,5,1,20.0,0.75,0.15,0.0,0.0,25.1,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Gimnasia ELP,Brasileiro,Antonio Napolitano (Gimnasia ELP)
Maximiliano Comba,ARG,MF,29.0,5.9,1,9,2,22.2,1.52,0.34,0.11,0.5,22.6,0.0,0,0,0.8,0.8,0.09,0.2,0.2,Gimnasia ELP,Brasileiro,Maximiliano Comba (Gimnasia ELP)
Ivo Mammini,ARG,"FW,MF",19.0,7.3,2,22,6,27.3,3.01,0.82,0.09,0.33,17.6,0.0,0,0,1.6,1.6,0.07,0.4,0.4,Gimnasia ELP,Brasileiro,Ivo Mammini (Gimnasia ELP)
Alan Sosa,,MF,,5.5,0,9,1,11.1,1.63,0.18,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Alan Sosa (Gimnasia ELP)
Alexis Steimbach,ARG,FW,20.0,5.4,0,10,4,40.0,1.85,0.74,0.0,0.0,17.9,0.0,0,0,1.0,1.0,0.1,-1.0,-1.0,Gimnasia ELP,Brasileiro,Alexis Steimbach (Gimnasia ELP)
Rodrigo Castillo,ARG,FW,23.0,4.7,1,12,6,50.0,2.55,1.28,0.08,0.17,11.9,0.0,0,0,1.9,1.9,0.17,-0.9,-0.9,Gimnasia ELP,Brasileiro,Rodrigo Castillo (Gimnasia ELP)
Franco Torres,ARG,"FW,MF",23.0,5.9,1,9,3,33.3,1.53,0.51,0.11,0.33,21.9,0.0,0,0,0.7,0.7,0.07,0.3,0.3,Gimnasia ELP,Brasileiro,Franco Torres (Gimnasia ELP)
Tomás Muro,ARG,"MF,FW",20.0,3.7,0,9,1,11.1,2.43,0.27,0.0,0.0,25.9,2.0,0,0,0.5,0.5,0.06,-0.5,-0.5,Gimnasia ELP,Brasileiro,Tomás Muro (Gimnasia ELP)
Bruno Palazzo,ARG,DF,22.0,3.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Bruno Palazzo (Gimnasia ELP)
Matías Bazzo,ARG,DF,21.0,3.4,0,3,1,33.3,0.88,0.29,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Matías Bazzo (Gimnasia ELP)
Leandro Contín,ARG,FW,27.0,2.4,1,2,1,50.0,0.84,0.42,0.5,1.0,11.2,0.0,0,0,0.3,0.3,0.15,0.7,0.7,Gimnasia ELP,Brasileiro,Leandro Contín (Gimnasia ELP)
Leandro Mamut,ARG,MF,19.0,3.6,0,7,2,28.6,1.96,0.56,0.0,0.0,16.8,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6,Gimnasia ELP,Brasileiro,Leandro Mamut (Gimnasia ELP)
Diego Mastrángelo,ARG,DF,20.0,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Diego Mastrángelo (Gimnasia ELP)
Nelson Insfrán,ARG,GK,27.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Nelson Insfrán (Gimnasia ELP)
Germán Guiffrey,ARG,DF,25.0,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Germán Guiffrey (Gimnasia ELP)
Rodrigo Gallo,ARG,DF,22.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Rodrigo Gallo (Gimnasia ELP)
Gonzalo Ezequiel González,ARG,FW,27.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Gonzalo Ezequiel González (Gimnasia ELP)
Agustín Ramírez,ARG,"FW,DF",22.0,0.5,0,1,0,0.0,1.84,0.0,0.0,0.0,15.4,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Gimnasia ELP,Brasileiro,Agustín Ramírez (Gimnasia ELP)
Sebastián Cocimano,ARG,"FW,MF",22.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Sebastián Cocimano (Gimnasia ELP)
Tomás Fernández,ARG,DF,23.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Tomás Fernández (Gimnasia ELP)
Diego Matías Rodríguez,ARG,GK,33.0,26.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2.4,0.0,0.0,0.6,0.0,Godoy Cruz,Brasileiro,Diego Matías Rodríguez (Godoy Cruz)
Federico Rasmussen,ARG,DF,30.0,26.0,0,8,0,0.0,0.31,0.0,0.0,0.0,10.3,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Godoy Cruz,Brasileiro,Federico Rasmussen (Godoy Cruz)
Gonzalo Abrego,ARG,MF,23.0,23.7,3,30,7,23.3,1.27,0.3,0.1,0.43,23.3,2.0,0,0,2.1,2.1,0.07,0.9,0.9,Godoy Cruz,Brasileiro,Gonzalo Abrego (Godoy Cruz)
Roberto Nicolás Fernández,URU,MF,24.0,23.3,1,27,8,29.6,1.16,0.34,0.04,0.13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz,Brasileiro,Roberto Nicolás Fernández (Godoy Cruz)
Pier Barrios,ARG,DF,32.0,23.1,0,12,4,33.3,0.52,0.17,0.0,0.0,17.2,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Godoy Cruz,Brasileiro,Pier Barrios (Godoy Cruz)
Lucas Arce,ARG,DF,25.0,23.3,1,9,4,44.4,0.39,0.17,0.11,0.25,21.6,0.0,0,0,0.4,0.4,0.04,0.6,0.6,Godoy Cruz,Brasileiro,Lucas Arce (Godoy Cruz)
Salomón Rodríguez,URU,FW,22.0,19.7,5,53,20,37.7,2.69,1.01,0.09,0.25,19.8,7.0,0,0,5.8,5.8,0.11,-0.8,-0.8,Godoy Cruz,Brasileiro,Salomón Rodríguez (Godoy Cruz)
Hernán López Muñoz,ARG,MF,22.0,17.0,3,39,14,35.9,2.3,0.83,0.08,0.21,27.2,0.0,0,0,2.4,2.4,0.06,0.6,0.6,Godoy Cruz,Brasileiro,Hernán López Muñoz (Godoy Cruz)
Tadeo Allende,ARG,"FW,MF",23.0,18.2,6,65,21,32.3,3.57,1.15,0.09,0.29,19.3,1.0,0,0,7.0,7.0,0.11,-1.0,-1.0,Godoy Cruz,Brasileiro,Tadeo Allende (Godoy Cruz)
Bruno Leyes,ARG,MF,21.0,14.6,0,5,0,0.0,0.34,0.0,0.0,0.0,33.2,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Godoy Cruz,Brasileiro,Bruno Leyes (Godoy Cruz)
Thomas Galdames,CHI,DF,24.0,14.4,2,6,2,33.3,0.42,0.14,0.33,1.0,25.6,1.0,0,0,0.3,0.3,0.06,1.7,1.7,Godoy Cruz,Brasileiro,Thomas Galdames (Godoy Cruz)
Tomás Conechny,ARG,"FW,MF",24.0,15.9,6,45,12,26.7,2.83,0.76,0.13,0.5,17.2,1.0,0,0,5.3,5.3,0.12,0.7,0.7,Godoy Cruz,Brasileiro,Tomás Conechny (Godoy Cruz)
Juan Meli,ARG,DF,22.0,11.9,0,7,2,28.6,0.59,0.17,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz,Brasileiro,Juan Meli (Godoy Cruz)
Juan Andrada,ARG,MF,28.0,6.8,0,3,0,0.0,0.44,0.0,0.0,0.0,36.5,1.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Godoy Cruz,Brasileiro,Juan Andrada (Godoy Cruz)
Brian Salvareschi,ARG,DF,23.0,5.3,1,7,4,57.1,1.32,0.75,0.14,0.25,9.7,0.0,0,0,0.6,0.6,0.08,0.4,0.4,Godoy Cruz,Brasileiro,Brian Salvareschi (Godoy Cruz)
Matías Ramírez,ARG,"MF,FW",23.0,5.7,0,18,6,33.3,3.15,1.05,0.0,0.0,26.0,1.0,0,0,0.8,0.8,0.04,-0.8,-0.8,Godoy Cruz,Brasileiro,Matías Ramírez (Godoy Cruz)
Gianluca Ferrari,ARG,DF,25.0,2.5,0,1,0,0.0,0.4,0.0,0.0,0.0,14.1,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Godoy Cruz,Brasileiro,Gianluca Ferrari (Godoy Cruz)
Cristian Núñez,PAR,MF,25.0,5.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz,Brasileiro,Cristian Núñez (Godoy Cruz)
Enzo Larrosa,URU,"FW,MF",21.0,3.9,2,9,2,22.2,2.31,0.51,0.22,1.0,16.1,1.0,0,0,1.7,1.7,0.19,0.3,0.3,Godoy Cruz,Brasileiro,Enzo Larrosa (Godoy Cruz)
Luciano Cingolani,ARG,FW,21.0,2.0,0,3,0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz,Brasileiro,Luciano Cingolani (Godoy Cruz)
Mateo Mendoza,ARG,DF,18.0,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz,Brasileiro,Mateo Mendoza (Godoy Cruz)
Silvio Ulariaga,ARG,FW,20.0,1.0,1,2,2,100.0,1.94,1.94,0.5,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz,Brasileiro,Silvio Ulariaga (Godoy Cruz)
Claudio Valverde,ARG,MF,20.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz,Brasileiro,Claudio Valverde (Godoy Cruz)
Rodrigo Saracho,ARG,GK,29.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz,Brasileiro,Rodrigo Saracho (Godoy Cruz)
Julián Eseiza,ARG,"DF,MF",20.0,1.9,1,3,1,33.3,1.54,0.51,0.33,1.0,20.6,0.0,0,0,0.1,0.1,0.04,0.9,0.9,Godoy Cruz,Brasileiro,Julián Eseiza (Godoy Cruz)
Gastón Pedernera,ARG,MF,22.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz,Brasileiro,Gastón Pedernera (Godoy Cruz)
Facundo Altamira,,GK,,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz,Brasileiro,Facundo Altamira (Godoy Cruz)
Enzo Rivamar,ARG,MF,20.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz,Brasileiro,Enzo Rivamar (Godoy Cruz)
Rodrigo Rey,ARG,GK,31.0,27.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Independiente,Brasileiro,Rodrigo Rey (Independiente)
Ayrton Costa,ARG,DF,23.0,24.0,1,28,8,28.6,1.17,0.33,0.04,0.13,20.3,0.0,0,0,1.6,1.6,0.06,-0.6,-0.6,Independiente,Brasileiro,Ayrton Costa (Independiente)
Martín Cauteruccio,URU,FW,35.0,23.8,11,35,14,40.0,1.47,0.59,0.14,0.36,16.8,2.0,6,7,11.1,5.6,0.16,-0.1,-0.6,Independiente,Brasileiro,Martín Cauteruccio (Independiente)
Cristian Báez,PAR,DF,32.0,22.5,0,5,0,0.0,0.22,0.0,0.0,0.0,19.4,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Independiente,Brasileiro,Cristian Báez (Independiente)
Iván Marcone,ARG,MF,32.0,20.3,0,6,2,33.3,0.3,0.1,0.0,0.0,14.3,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Independiente,Brasileiro,Iván Marcone (Independiente)
Mateo Barcia,URU,"DF,MF",21.0,18.0,1,29,6,20.7,1.61,0.33,0.03,0.17,23.2,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7,Independiente,Brasileiro,Mateo Barcia (Independiente)
Matías Giménez,ARG,"FW,MF",23.0,18.4,4,40,13,32.5,2.18,0.71,0.08,0.23,14.9,0.0,1,1,5.6,4.8,0.13,-1.6,-1.8,Independiente,Brasileiro,Matías Giménez (Independiente)
Sergio Ortíz,ARG,MF,21.0,16.2,1,15,3,20.0,0.92,0.18,0.07,0.33,26.3,1.0,0,0,0.8,0.8,0.05,0.2,0.2,Independiente,Brasileiro,Sergio Ortíz (Independiente)
Sergio Barreto,ARG,DF,23.0,12.9,0,13,2,15.4,1.01,0.15,0.0,0.0,13.7,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Independiente,Brasileiro,Sergio Barreto (Independiente)
Javier Vallejo,ARG,"MF,FW",19.0,12.7,1,29,9,31.0,2.28,0.71,0.03,0.11,19.4,2.0,0,0,2.1,2.1,0.07,-1.1,-1.1,Independiente,Brasileiro,Javier Vallejo (Independiente)
Edgar Elizalde,URU,DF,22.0,12.6,0,6,0,0.0,0.48,0.0,0.0,0.0,16.6,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Independiente,Brasileiro,Edgar Elizalde (Independiente)
Brian Martínez,ARG,"FW,MF",23.0,12.0,2,25,6,24.0,2.09,0.5,0.08,0.33,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Independiente,Brasileiro,Brian Martínez (Independiente)
Luciano Gómez,ARG,DF,26.0,7.8,0,1,0,0.0,0.13,0.0,0.0,0.0,27.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Independiente,Brasileiro,Luciano Gómez (Independiente)
Joaquín Laso,ARG,DF,32.0,10.3,0,3,0,0.0,0.29,0.0,0.0,0.0,8.9,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,Independiente,Brasileiro,Joaquín Laso (Independiente)
Kevin Lopez,ARG,MF,21.0,8.3,0,7,1,14.3,0.84,0.12,0.0,0.0,29.2,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Independiente,Brasileiro,Kevin Lopez (Independiente)
Martín Sarrafiore,ARG,MF,25.0,7.9,0,13,3,23.1,1.64,0.38,0.0,0.0,24.0,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Independiente,Brasileiro,Martín Sarrafiore (Independiente)
Agustín Mulet,ARG,MF,22.0,6.3,0,2,0,0.0,0.32,0.0,0.0,0.0,18.6,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Independiente,Brasileiro,Agustín Mulet (Independiente)
Juan Cazares,ECU,"MF,FW",30.0,7.4,0,13,4,30.8,1.77,0.54,0.0,0.0,24.4,5.0,0,0,1.0,1.0,0.07,-1.0,-1.0,Independiente,Brasileiro,Juan Cazares (Independiente)
Damián Pérez,ARG,DF,34.0,4.8,0,1,1,100.0,0.21,0.21,0.0,0.0,29.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Independiente,Brasileiro,Damián Pérez (Independiente)
Javier Osatchuk,ARG,DF,22.0,4.8,0,6,3,50.0,1.24,0.62,0.0,0.0,24.8,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Independiente,Brasileiro,Javier Osatchuk (Independiente)
Mauricio Cuero,COL,"MF,FW",30.0,4.5,0,4,0,0.0,0.89,0.0,0.0,0.0,23.9,2.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Independiente,Brasileiro,Mauricio Cuero (Independiente)
Rodrigo Márquez,ARG,"FW,MF",20.0,3.0,0,1,0,0.0,0.34,0.0,0.0,0.0,22.6,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,Independiente,Brasileiro,Rodrigo Márquez (Independiente)
Santiago Salle,ARG,"DF,MF",18.0,2.8,0,1,0,0.0,0.36,0.0,0.0,0.0,24.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Independiente,Brasileiro,Santiago Salle (Independiente)
Tomás Pozzo,ARG,"FW,MF",22.0,2.2,0,2,0,0.0,0.92,0.0,0.0,0.0,22.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Independiente,Brasileiro,Tomás Pozzo (Independiente)
Tomás Rambert,ARG,"MF,DF",19.0,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Independiente,Brasileiro,Tomás Rambert (Independiente)
Santiago Hidalgo,ARG,"FW,MF",17.0,1.9,0,5,0,0.0,2.63,0.0,0.0,0.0,13.9,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Independiente,Brasileiro,Santiago Hidalgo (Independiente)
Rodrigo Atencio,ARG,"MF,FW",20.0,1.0,0,1,0,0.0,0.97,0.0,0.0,0.0,23.8,1.0,0,0,0.0,0.0,0.04,0.0,0.0,Independiente,Brasileiro,Rodrigo Atencio (Independiente)
David Martínez,,MF,,0.7,0,1,0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Independiente,Brasileiro,David Martínez (Independiente)
Agustin Quiroga,ARG,DF,20.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Independiente,Brasileiro,Agustin Quiroga (Independiente)
Santiago López,ARG,MF,16.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Independiente,Brasileiro,Santiago López (Independiente)
Gastón Lodico,ARG,MF,24.0,25.9,1,24,7,29.2,0.93,0.27,0.0,0.0,22.8,3.0,1,1,2.8,2.0,0.08,-1.8,-2.0,Instituto Atlético Central Córdoba,Brasileiro,Gastón Lodico (Instituto Atlético Central Córdoba)
Fernando Alarcón,ARG,DF,28.0,26.0,0,20,2,10.0,0.77,0.08,0.0,0.0,12.0,0.0,0,0,1.7,1.7,0.08,-1.7,-1.7,Instituto Atlético Central Córdoba,Brasileiro,Fernando Alarcón (Instituto Atlético Central Córdoba)
Adrián Martínez,ARG,FW,30.0,25.3,11,53,19,35.8,2.09,0.75,0.19,0.53,13.4,0.0,1,1,11.1,10.3,0.2,-0.1,-0.3,Instituto Atlético Central Córdoba,Brasileiro,Adrián Martínez (Instituto Atlético Central Córdoba)
Sebastián Corda,ARG,DF,27.0,22.4,0,11,2,18.2,0.49,0.09,0.0,0.0,26.0,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Instituto Atlético Central Córdoba,Brasileiro,Sebastián Corda (Instituto Atlético Central Córdoba)
Gabriel Graciani,ARG,"MF,FW",29.0,19.6,3,28,10,35.7,1.43,0.51,0.11,0.3,16.8,0.0,0,0,3.2,3.2,0.12,-0.2,-0.2,Instituto Atlético Central Córdoba,Brasileiro,Gabriel Graciani (Instituto Atlético Central Córdoba)
Santiago Rodriguez,ARG,"FW,MF",25.0,19.2,3,45,24,53.3,2.35,1.25,0.07,0.13,23.8,6.0,0,0,3.3,3.3,0.08,-0.3,-0.3,Instituto Atlético Central Córdoba,Brasileiro,Santiago Rodriguez (Instituto Atlético Central Córdoba)
Nicolás Linares,ARG,MF,26.0,17.9,1,14,2,14.3,0.78,0.11,0.07,0.5,24.9,0.0,0,0,0.5,0.5,0.04,0.5,0.5,Instituto Atlético Central Córdoba,Brasileiro,Nicolás Linares (Instituto Atlético Central Córdoba)
Leonel Mosevich,ARG,DF,25.0,17.6,0,8,0,0.0,0.45,0.0,0.0,0.0,14.9,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Instituto Atlético Central Córdoba,Brasileiro,Leonel Mosevich (Instituto Atlético Central Córdoba)
Jorge Carranza,ARG,GK,41.0,16.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Instituto Atlético Central Córdoba,Brasileiro,Jorge Carranza (Instituto Atlético Central Córdoba)
Giuliano Cerato,ARG,DF,24.0,17.0,0,16,3,18.8,0.94,0.18,0.0,0.0,26.7,0.0,0,0,0.5,0.5,0.03,-0.5,-0.5,Instituto Atlético Central Córdoba,Brasileiro,Giuliano Cerato (Instituto Atlético Central Córdoba)
Franco Watson,ARG,MF,23.0,13.4,0,28,7,25.0,2.08,0.52,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Instituto Atlético Central Córdoba,Brasileiro,Franco Watson (Instituto Atlético Central Córdoba)
Roberto Bochi,ARG,MF,33.0,12.5,1,5,2,40.0,0.4,0.16,0.2,0.5,21.8,0.0,0,0,0.2,0.2,0.04,0.8,0.8,Instituto Atlético Central Córdoba,Brasileiro,Roberto Bochi (Instituto Atlético Central Córdoba)
Brian Cuello,ARG,MF,25.0,13.0,0,22,4,18.2,1.69,0.31,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Instituto Atlético Central Córdoba,Brasileiro,Brian Cuello (Instituto Atlético Central Córdoba)
Juan Franco Arrellaga,PAR,DF,30.0,9.5,0,9,1,11.1,0.95,0.11,0.0,0.0,26.3,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Instituto Atlético Central Córdoba,Brasileiro,Juan Franco Arrellaga (Instituto Atlético Central Córdoba)
Manuel Roffo,ARG,GK,22.0,10.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Instituto Atlético Central Córdoba,Brasileiro,Manuel Roffo (Instituto Atlético Central Córdoba)
Ezequiel Parnisari,ARG,DF,32.0,8.3,1,2,1,50.0,0.24,0.12,0.5,1.0,8.2,0.0,0,0,0.1,0.1,0.07,0.9,0.9,Instituto Atlético Central Córdoba,Brasileiro,Ezequiel Parnisari (Instituto Atlético Central Córdoba)
Axel Rodríguez,ARG,FW,25.0,5.0,1,16,3,18.8,3.2,0.6,0.06,0.33,20.4,0.0,0,0,2.4,2.4,0.15,-1.4,-1.4,Instituto Atlético Central Córdoba,Brasileiro,Axel Rodríguez (Instituto Atlético Central Córdoba)
Jonathan Bay,ARG,DF,29.0,4.7,0,5,1,20.0,1.06,0.21,0.0,0.0,22.1,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Instituto Atlético Central Córdoba,Brasileiro,Jonathan Bay (Instituto Atlético Central Córdoba)
Joaquín Varela,URU,DF,24.0,2.6,2,4,3,75.0,1.52,1.14,0.5,0.67,5.5,0.0,0,0,1.6,1.6,0.41,0.4,0.4,Instituto Atlético Central Córdoba,Brasileiro,Joaquín Varela (Instituto Atlético Central Córdoba)
Nicólas Watson,ARG,MF,24.0,1.3,0,3,0,0.0,2.39,0.0,0.0,0.0,19.1,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Instituto Atlético Central Córdoba,Brasileiro,Nicólas Watson (Instituto Atlético Central Córdoba)
Lucas Albertengo,ARG,"FW,MF",32.0,2.4,0,8,1,12.5,3.27,0.41,0.0,0.0,18.0,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Instituto Atlético Central Córdoba,Brasileiro,Lucas Albertengo (Instituto Atlético Central Córdoba)
Garrido Bigolin,ARG,MF,25.0,2.4,0,2,0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Instituto Atlético Central Córdoba,Brasileiro,Garrido Bigolin (Instituto Atlético Central Córdoba)
