Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition,Playing Time_90s
21,Kasper Schmeichel,DEN,GK,Anderlecht,,37-064,1986,13,13,1170,,1.08,1.08,4.77,3.62,77.4,0.62,0.31,0.08,0.15,15.4,0.08,0.0,0.08,0.0,100.0,https://fbref.com/en/players/53af52f3/Kasper-Schmeichel,53af52f3,Jupiler Pro League,13.0
22,Daniel Schmidt,JPN,GK,Sint-Truiden,,31-339,1992,4,4,360,,0.75,0.75,3.0,2.25,75.0,0.5,0.25,0.25,0.5,50.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/a82d64e7/Daniel-Schmidt,a82d64e7,Jupiler Pro League,4.0
23,Gaga Slonina,USA,GK,Eupen,,19-238,2004,18,18,1620,,2.28,2.28,6.61,4.44,68.1,0.17,0.11,0.72,0.06,5.6,0.22,0.17,0.06,0.0,25.0,https://fbref.com/en/players/c55a846e/Gaga-Slonina,c55a846e,Jupiler Pro League,18.0
24,Zion Suzuki,JPN,GK,Sint-Truiden,,21-140,2002,16,16,1440,,1.63,1.62,4.25,2.63,66.2,0.25,0.5,0.25,0.19,18.8,0.19,0.19,0.0,0.0,0.0,https://fbref.com/en/players/51e1f4f5/Zion-Suzuki,51e1f4f5,Jupiler Pro League,16.0
25,Tom Vandenberghe,BEL,GK,Kortrijk,,31-144,1992,20,20,1800,,2.2,2.2,6.1,4.0,64.8,0.1,0.2,0.7,0.05,5.0,0.1,0.05,0.0,0.05,0.0,https://fbref.com/en/players/35b832fe/Tom-Vandenberghe,35b832fe,Jupiler Pro League,20.0
26,Maarten Vandevoordt,BEL,GK,Genk,,21-316,2002,20,20,1800,,1.0,1.0,3.75,2.75,73.3,0.45,0.35,0.2,0.4,40.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/f9e0c603/Maarten-Vandevoordt,f9e0c603,Jupiler Pro League,20.0
27,Warleson,BRA,GK,Cercle Brugge,,27-130,1996,20,20,1800,,1.1,1.1,4.4,3.4,75.0,0.5,0.05,0.45,0.4,40.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/592410a2/Warleson,592410a2,Jupiler Pro League,20.0
1,Álvaro Aceves,ESP,GK,Eldense,,20-166,2003,3,3,270,,1.67,1.67,2.67,1.0,50.0,0.0,1.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,https://fbref.com/en/players/be6faae0/Alvaro-Aceves,be6faae0,La Liga 2,3.0
2,Altube,ESP,GK,Albacete,,23-320,2000,4,4,360,,1.75,1.75,4.5,2.75,66.7,0.5,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,https://fbref.com/en/players/e4cbb095/Altube,e4cbb095,La Liga 2,4.0
3,Cristian Álvarez,ARG,GK,Zaragoza,,38-056,1985,10,10,871,,0.62,0.62,2.99,2.47,79.3,0.62,0.1,0.31,0.41,40.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/87e89eb4/Cristian-Alvarez,87e89eb4,La Liga 2,9.7
4,Iker Álvarez,AND,GK,Villarreal B,,22-167,2001,15,15,1350,,1.27,1.27,4.13,2.87,72.6,0.4,0.2,0.4,0.2,20.0,0.2,0.13,0.0,0.07,0.0,https://fbref.com/en/players/13619663/Iker-Alvarez,13619663,La Liga 2,15.0
5,Lucas Anacker,BRA,GK,Alcorcón,,27-108,1996,3,3,270,,0.67,0.67,4.67,4.0,85.7,0.67,0.0,0.33,0.33,33.3,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/0b5d06ee/Lucas-Anacker,0b5d06ee,La Liga 2,3.0
6,Édgar Badía,ESP,GK,Elche,,31-330,1992,7,7,630,,1.29,1.29,4.71,3.43,75.8,0.29,0.29,0.43,0.29,28.6,0.14,0.14,0.0,0.0,0.0,https://fbref.com/en/players/e4346678/Edgar-Badia,e4346678,La Liga 2,7.0
7,Bernabé Barragán,ESP,GK,Albacete,,30-324,1993,17,17,1530,,1.41,1.41,2.88,1.41,59.2,0.24,0.41,0.35,0.24,23.5,0.29,0.24,0.06,0.0,20.0,https://fbref.com/en/players/a3cd0078/Bernabe-Barragan,a3cd0078,La Liga 2,17.0
8,Ander Cantero,ESP,GK,Racing Ferrol,,28-364,1995,21,21,1890,,1.1,1.1,3.57,2.43,72.0,0.48,0.33,0.19,0.29,28.6,0.19,0.1,0.05,0.05,33.3,https://fbref.com/en/players/de9bccf3/Ander-Cantero,de9bccf3,La Liga 2,21.0
9,Churripi,ESP,GK,Burgos,,29-250,1994,21,21,1890,,1.29,1.29,3.43,2.14,65.3,0.38,0.29,0.33,0.38,38.1,0.14,0.1,0.0,0.05,0.0,https://fbref.com/en/players/81a606fc/Churripi,81a606fc,La Liga 2,21.0
10,Diego Conde,ESP,GK,Leganés,,25-072,1998,19,18,1630,,0.66,0.66,2.82,2.15,78.4,0.5,0.33,0.17,0.44,44.4,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/4eae5bc4/Diego-Conde,4eae5bc4,La Liga 2,18.1
11,Pablo Cuñat,ESP,GK,Amorebieta,,21-255,2002,17,17,1530,,1.29,1.29,4.59,3.29,75.6,0.12,0.35,0.53,0.24,23.5,0.24,0.18,0.06,0.0,25.0,https://fbref.com/en/players/a9ab3b32/Pablo-Cunat,a9ab3b32,La Liga 2,17.0
12,Jokin Ezkieta,ESP,GK,Racing Sant,,27-144,1996,21,21,1890,,1.38,1.38,4.33,3.05,70.3,0.43,0.29,0.29,0.33,33.3,0.1,0.1,0.0,0.0,0.0,https://fbref.com/en/players/0f7dbaf6/Jokin-Ezkieta,0f7dbaf6,La Liga 2,21.0
13,Joan Femenías,ESP,GK,Levante,,27-142,1996,8,8,720,,2.0,2.0,4.63,2.63,64.9,0.25,0.38,0.38,0.13,12.5,0.38,0.38,0.0,0.0,0.0,https://fbref.com/en/players/fe5f2ab8/Joan-Femenias,fe5f2ab8,La Liga 2,8.0
14,Álvaro Fernández,ESP,GK,Huesca,,25-270,1998,21,21,1890,,0.86,0.86,3.43,2.57,79.2,0.24,0.33,0.43,0.33,33.3,0.19,0.14,0.05,0.0,25.0,https://fbref.com/en/players/f127d782/Alvaro-Fernandez,f127d782,La Liga 2,21.0
15,Andrés Fernández,ESP,GK,Levante,,37-022,1986,13,13,1170,,0.77,0.77,3.38,2.54,81.8,0.46,0.38,0.15,0.54,53.8,0.23,0.15,0.08,0.0,33.3,https://fbref.com/en/players/307fcd26/Andres-Fernandez,307fcd26,La Liga 2,13.0
16,Dani Jiménez,ESP,GK,Leganés,,33-309,1990,3,3,260,,0.34,0.35,2.76,2.41,87.5,0.69,0.0,0.34,0.34,33.3,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/e4365d4a/Dani-Jimenez,e4365d4a,La Liga 2,2.9
17,John,BRA,GK,Valladolid,,27-329,1996,11,11,990,,1.27,1.27,3.91,2.64,69.8,0.55,0.09,0.36,0.45,45.5,0.18,0.09,0.0,0.09,0.0,https://fbref.com/en/players/33a235af/John,33a235af,La Liga 2,11.0
18,Raúl Lizoain,ESP,GK,Cartagena,,32-346,1991,2,2,180,,2.5,2.5,5.0,2.5,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/f69e9eee/Raul-Lizoain,f69e9eee,La Liga 2,2.0
19,Luis López,ESP,GK,CD Mirandés,,22-245,2001,7,7,630,,1.57,1.57,4.14,2.57,62.1,0.29,0.14,0.57,0.29,28.6,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/ccb491d0/Luis-Lopez,ccb491d0,La Liga 2,7.0
20,Daniel Martín,ESP,GK,FC Andorra,,25-184,1998,14,14,1260,,0.93,0.93,2.86,2.07,67.5,0.29,0.36,0.36,0.5,50.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/4df0dff8/Daniel-Martin,4df0dff8,La Liga 2,14.0
21,Marc Martínez,ESP,GK,Cartagena,,33-279,1990,19,19,1710,,1.53,1.53,4.26,2.79,69.1,0.16,0.32,0.53,0.11,10.5,0.21,0.21,0.0,0.0,0.0,https://fbref.com/en/players/3496ff67/Marc-Martinez,3496ff67,La Liga 2,19.0
22,Jordi Masip,ESP,GK,Valladolid,,35-005,1989,10,10,900,,0.9,0.9,3.3,2.3,72.7,0.5,0.1,0.4,0.3,30.0,0.1,0.0,0.1,0.0,100.0,https://fbref.com/en/players/8fae77ea/Jordi-Masip,8fae77ea,La Liga 2,10.0
23,Jon Mikel Magunagoitia,ESP,GK,Amorebieta,,23-155,2000,4,4,360,,2.25,2.25,6.5,4.25,65.4,0.25,0.0,0.75,0.25,25.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/41417804/Jon-Mikel-Magunagoitia,41417804,La Liga 2,4.0
24,Morro,ESP,GK,Villarreal B,,23-119,2000,6,6,540,,1.83,1.83,4.83,3.0,65.5,0.0,0.5,0.5,0.17,16.7,0.17,0.17,0.0,0.0,0.0,https://fbref.com/en/players/117cd0a8/Morro,117cd0a8,La Liga 2,6.0
25,Fernando Pacheco,ESP,GK,Espanyol,,31-235,1992,21,21,1890,,1.14,1.14,3.43,2.24,66.7,0.43,0.33,0.24,0.33,33.3,0.1,0.0,0.1,0.0,100.0,https://fbref.com/en/players/97852360/Fernando-Pacheco,97852360,La Liga 2,21.0
26,Gaëtan Poussin,FRA,GK,Zaragoza,,24-360,1999,4,2,209,,2.17,2.15,3.48,1.3,37.5,0.0,0.43,0.43,0.43,50.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/c252c705/Gaetan-Poussin,c252c705,La Liga 2,2.3
27,Ramón,ESP,GK,CD Mirandés,,24-029,1999,14,14,1260,,1.21,1.21,3.93,2.71,70.9,0.36,0.43,0.21,0.36,35.7,0.07,0.07,0.0,0.0,0.0,https://fbref.com/en/players/0cb5d404/Ramon,0cb5d404,La Liga 2,14.0
28,Nico Ratti,ITA,GK,FC Andorra,,30-112,1993,7,7,630,,2.0,2.0,5.86,3.86,68.3,0.29,0.0,0.71,0.14,14.3,0.14,0.14,0.0,0.0,0.0,https://fbref.com/en/players/ea294d3d/Nico-Ratti,ea294d3d,La Liga 2,7.0
29,Rebollo,ESP,GK,Zaragoza,,24-029,1999,9,9,810,,1.11,1.11,3.22,2.11,65.5,0.11,0.56,0.33,0.22,22.2,0.11,0.0,0.0,0.11,,https://fbref.com/en/players/3c251970/Rebollo,3c251970,La Liga 2,9.0
30,Leonardo Román,ESP,GK,Oviedo,,23-186,2000,21,21,1890,,0.76,0.76,3.05,2.29,81.3,0.33,0.43,0.24,0.38,38.1,0.19,0.19,0.0,0.0,0.0,https://fbref.com/en/players/924ff27e/Leonardo-Roman,924ff27e,La Liga 2,21.0
31,San Román,ESP,GK,Elche,,26-178,1997,14,14,1260,,0.93,0.93,3.29,2.36,71.7,0.43,0.29,0.29,0.43,42.9,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/f08ccd2d/San-Roman,f08ccd2d,La Liga 2,14.0
32,Jesús Ruiz,ESP,GK,Alcorcón,,26-353,1997,18,18,1620,,1.72,1.72,4.61,2.89,66.3,0.17,0.28,0.56,0.17,16.7,0.17,0.17,0.0,0.0,0.0,https://fbref.com/en/players/e999605d/Jesus-Ruiz,e999605d,La Liga 2,18.0
33,Juan Soriano,ESP,GK,Tenerife,,26-138,1997,21,21,1890,,0.95,0.95,3.43,2.43,76.4,0.43,0.19,0.38,0.43,42.9,0.19,0.14,0.05,0.0,25.0,https://fbref.com/en/players/5512b1a9/Juan-Soriano,5512b1a9,La Liga 2,21.0
34,Vallejo,ESP,GK,Eldense,,28-261,1995,8,8,720,,2.0,2.0,3.75,1.88,50.0,0.25,0.25,0.5,0.13,12.5,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/9353561a/Vallejo,9353561a,La Liga 2,8.0
35,Rubén Yáñez,ESP,GK,Sporting Gijón,,30-088,1993,21,21,1890,,0.76,0.76,3.86,3.05,81.5,0.43,0.38,0.19,0.48,47.6,0.1,0.05,0.05,0.0,50.0,https://fbref.com/en/players/039ae103/Ruben-Yanez,039ae103,La Liga 2,21.0
36,Luca Zidane,FRA,GK,Eibar,,25-240,1998,21,21,1890,,1.29,1.29,4.05,2.76,75.3,0.43,0.24,0.33,0.1,9.5,0.33,0.29,0.05,0.0,14.3,https://fbref.com/en/players/c818c4d9/Luca-Zidane,c818c4d9,La Liga 2,21.0
37,Andoni Zubiaurre,ESP,GK,Eldense,,27-035,1996,10,10,900,,1.1,1.1,3.1,2.1,67.7,0.4,0.3,0.3,0.3,30.0,0.1,0.1,0.0,0.0,0.0,https://fbref.com/en/players/cba84991/Andoni-Zubiaurre,cba84991,La Liga 2,10.0
1,Carlos Acevedo,MEX,GK,Santos,,27-264,1996,6,6,540,,2.0,2.0,5.83,3.83,68.6,0.5,0.0,0.5,0.17,16.7,0.17,0.17,0.0,0.0,0.0,https://fbref.com/en/players/0810e384/Carlos-Acevedo,0810e384,Liga MX,6.0
2,Guillermo Allison,MEX,GK,Querétaro,,33-105,1990,12,12,1080,,1.42,1.42,5.92,4.58,80.3,0.33,0.25,0.42,0.33,33.3,0.25,0.25,0.0,0.0,0.0,https://fbref.com/en/players/3438600c/Guillermo-Allison,3438600c,Liga MX,12.0
3,Esteban Andrada,ARG,GK,Monterrey,,32-347,1991,16,16,1440,,0.94,0.94,3.94,2.94,81.0,0.63,0.13,0.25,0.38,37.5,0.25,0.19,0.06,0.0,25.0,https://fbref.com/en/players/775d365e/Esteban-Andrada,775d365e,Liga MX,16.0
4,Luis Ángel Malagón,MEX,GK,América,,26-312,1997,14,14,1215,,0.81,0.81,2.67,1.85,69.4,0.74,0.3,0.0,0.44,42.9,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/48bd91d4/Luis-Angel-Malagon,48bd91d4,Liga MX,13.5
5,José Antonio Rodríguez,MEX,GK,Tijuana,,31-188,1992,14,14,1260,,1.5,1.5,5.07,3.57,70.4,0.36,0.07,0.57,0.14,14.3,0.07,0.0,0.07,0.0,100.0,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,a78c131a,Liga MX,14.0
6,Alfonso Blanco Antúnez,MEX,GK,León,,36-161,1987,1,1,90,,1.0,1.0,4.0,3.0,75.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,https://fbref.com/en/players/dce4c80e/Alfonso-Blanco-Antunez,dce4c80e,Liga MX,1.0
7,Luis Cárdenas,MEX,GK,Monterrey,,30-115,1993,1,1,90,,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/a1dea252/Luis-Cardenas,a1dea252,Liga MX,1.0
8,José Corona,MEX,GK,Tijuana,,42-347,1981,3,3,270,,1.67,1.67,4.67,3.0,71.4,0.33,0.33,0.33,0.0,0.0,0.33,0.33,0.0,0.0,0.0,https://fbref.com/en/players/e39a7e9c/Jose-Corona,e39a7e9c,Liga MX,3.0
9,Rodolfo Cota,MEX,GK,León,,36-189,1987,16,16,1440,,1.31,1.31,3.44,2.19,65.5,0.31,0.31,0.38,0.25,25.0,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/a4a5868e/Rodolfo-Cota,a4a5868e,Liga MX,16.0
10,Carlos Felipe Rodríguez,MEX,GK,UANL,,34-280,1989,1,1,90,,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/ce239870/Carlos-Felipe-Rodriguez,ce239870,Liga MX,1.0
11,Hugo González Durán,MEX,GK,Mazatlán,,33-160,1990,16,16,1378,,1.5,1.5,5.1,3.46,70.5,0.39,0.26,0.39,0.26,25.0,0.2,0.0,0.13,0.07,100.0,https://fbref.com/en/players/24c6fb79/Hugo-Gonzalez-Duran,24c6fb79,Liga MX,15.3
12,Andrés Gudiño,MEX,GK,Cruz Azul,,26-346,1997,14,13,1219,,1.63,1.62,5.11,3.56,73.9,0.3,0.15,0.52,0.15,15.4,0.3,0.3,0.0,0.0,0.0,https://fbref.com/en/players/2f8bb62a/Andres-Gudino,2f8bb62a,Liga MX,13.5
13,Raúl Gudiño,MEX,GK,Necaxa,,27-261,1996,10,10,855,,1.58,1.58,4.32,3.16,65.9,0.11,0.53,0.42,0.11,10.0,0.11,0.11,0.0,0.0,0.0,https://fbref.com/en/players/2f061b36/Raul-Gudino,2f061b36,Liga MX,9.5
14,Ricardo Gutiérrez,MEX,GK,Mazatlán,,26-205,1997,3,1,152,,2.35,2.37,7.65,5.29,69.2,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/aab63918/Ricardo-Gutierrez,aab63918,Liga MX,1.7
15,Nahuel Guzmán,ARG,GK,UANL,,37-332,1986,16,16,1440,,1.13,1.13,4.69,3.56,77.3,0.5,0.31,0.19,0.31,31.3,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/d8f11068/Nahuel-Guzman,d8f11068,Liga MX,16.0
16,Héctor Holguín,MEX,GK,Santos,,22-259,2001,2,2,180,,1.5,1.5,7.0,5.0,78.6,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,100.0,https://fbref.com/en/players/8c37aa43/Hector-Holguin,8c37aa43,Liga MX,2.0
17,Oscar Jiménez,MEX,GK,América,,35-088,1988,4,3,315,,0.86,0.86,4.57,3.71,81.3,0.57,0.0,0.29,0.57,66.7,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/363ba1be/Oscar-Jimenez,363ba1be,Liga MX,3.5
18,Miguel Jiménez Ponce,MEX,GK,Guadalajara,,33-300,1990,16,15,1425,,1.33,1.33,4.3,2.91,75.0,0.44,0.13,0.38,0.32,33.3,0.32,0.25,0.06,0.0,20.0,https://fbref.com/en/players/9c06f135/Miguel-Jimenez-Ponce,9c06f135,Liga MX,15.8
19,Julio José González,MEX,GK,UNAM,,32-260,1991,17,17,1530,,1.06,1.06,4.24,3.18,77.8,0.47,0.24,0.29,0.29,29.4,0.24,0.12,0.12,0.0,50.0,https://fbref.com/en/players/0124a43a/Julio-Jose-Gonzalez,0124a43a,Liga MX,17.0
20,Sebastián Jurado,MEX,GK,Cruz Azul,,26-102,1997,4,4,308,,2.06,2.05,3.53,1.47,50.0,0.29,0.0,0.88,0.0,0.0,0.29,0.29,0.0,0.0,0.0,https://fbref.com/en/players/c882a4e6/Sebastian-Jurado,c882a4e6,Liga MX,3.4
21,Gibran Lajud,MEX,GK,Santos,,30-014,1993,9,9,810,,2.11,2.11,5.33,3.22,64.6,0.33,0.22,0.44,0.11,11.1,0.22,0.22,0.0,0.0,0.0,https://fbref.com/en/players/d8b7afc2/Gibran-Lajud,d8b7afc2,Liga MX,9.0
22,Carlos Moreno,MEX,GK,Pachuca,,25-344,1998,14,14,1260,,1.5,1.5,5.5,4.0,76.6,0.36,0.36,0.29,0.29,28.6,0.21,0.21,0.0,0.0,0.0,https://fbref.com/en/players/b931ac44/Carlos-Moreno,b931ac44,Liga MX,14.0
23,Ramón Pasquel,MEX,GK,FC Juárez,,27-200,1996,1,0,60,,1.43,1.5,2.86,1.43,100.0,0.0,0.0,0.0,0.0,,1.43,1.43,0.0,0.0,0.0,https://fbref.com/en/players/6d12445b/Ramon-Pasquel,6d12445b,Liga MX,0.7
24,José Rangel Aguilar,MEX,GK,Guadalajara,,23-317,2000,2,2,105,,0.83,0.86,5.83,5.0,85.7,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/15f733fb/Jose-Rangel-Aguilar,15f733fb,Liga MX,1.2
25,Jesús Rodríguez,MEX,GK,Puebla,,30-232,1993,17,17,1530,,1.47,1.47,5.71,4.18,78.4,0.41,0.24,0.35,0.18,17.6,0.29,0.24,0.06,0.0,20.0,https://fbref.com/en/players/ce147009/Jesus-Rodriguez,ce147009,Liga MX,17.0
26,Andrés Sánchez,MEX,GK,Atlético,,26-097,1997,9,9,810,,1.78,1.78,3.44,1.67,48.4,0.22,0.22,0.56,0.11,11.1,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/2d43706b/Andres-Sanchez,2d43706b,Liga MX,9.0
27,Alfredo Talavera,MEX,GK,FC Juárez,,41-112,1982,17,17,1469,,2.02,2.02,5.28,3.25,65.1,0.31,0.18,0.55,0.0,0.0,0.18,0.18,0.0,0.0,0.0,https://fbref.com/en/players/5c7fc905/Alfredo-Talavera,5c7fc905,Liga MX,16.3
28,Fernando Tapia Méndez,MEX,GK,Querétaro,,22-205,2001,5,5,450,,2.4,2.4,5.4,3.0,63.0,0.2,0.2,0.6,0.2,20.0,0.4,0.4,0.0,0.0,0.0,https://fbref.com/en/players/fd1f7417/Fernando-Tapia-Mendez,fd1f7417,Liga MX,5.0
29,Ezequiel Unsain,ARG,GK,Necaxa,,28-305,1995,8,7,675,,1.6,1.6,4.67,3.07,68.6,0.27,0.13,0.53,0.4,42.9,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/036f15cf/Ezequiel-Unsain,036f15cf,Liga MX,7.5
30,Diego Urtiaga,MEX,GK,Atlético,,25-091,1998,8,8,720,,1.25,1.25,5.13,3.88,78.0,0.63,0.0,0.38,0.38,37.5,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/c3a5d691/Diego-Urtiaga,c3a5d691,Liga MX,8.0
31,Óscar Ustari,ARG,GK,Pachuca,,37-189,1986,3,3,270,,2.0,2.0,4.33,2.33,53.8,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/40e417fa/Oscar-Ustari,40e417fa,Liga MX,3.0
32,Camilo Vargas,COL,GK,Atlas,,34-305,1989,17,17,1530,,1.41,1.41,4.29,2.88,72.6,0.24,0.29,0.47,0.29,29.4,0.24,0.24,0.0,0.0,0.0,https://fbref.com/en/players/004e3d0f/Camilo-Vargas,004e3d0f,Liga MX,17.0
33,Tiago Volpi,BRA,GK,Toluca,,33-020,1990,17,17,1530,,1.12,1.12,5.0,3.88,78.8,0.29,0.35,0.35,0.29,29.4,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/fba79ac8/Tiago-Volpi,fba79ac8,Liga MX,17.0
1,Doğan Alemdar,TUR,GK,Troyes,,21-071,2002,16,16,1395,,1.23,1.23,4.32,3.1,74.6,0.26,0.52,0.26,0.26,25.0,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/9e17ccff/Dogan-Alemdar,9e17ccff,Ligue 2,15.5
2,Bobby Allain,FRA,GK,Grenoble,,32-041,1991,2,2,180,,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/8870154f/Bobby-Allain,8870154f,Ligue 2,2.0
3,Arnaud Balijon,FRA,GK,Dunkerque,,40-205,1983,19,19,1710,,1.68,1.68,4.53,2.84,66.3,0.16,0.21,0.63,0.21,21.1,0.21,0.16,0.05,0.0,25.0,https://fbref.com/en/players/ccb5b75d/Arnaud-Balijon,ccb5b75d,Ligue 2,19.0
4,Enzo Basilio,FRA,GK,Guingamp,,29-097,1994,19,19,1710,,0.89,0.89,2.95,2.11,75.0,0.37,0.32,0.32,0.42,42.1,0.16,0.16,0.0,0.0,0.0,https://fbref.com/en/players/8627d27e/Enzo-Basilio,8627d27e,Ligue 2,19.0
5,Kayne Bonnevie,FRA,GK,Quevilly-Rouen,,22-170,2001,2,2,180,,2.0,2.0,4.0,2.0,50.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/0df854bb/Kayne-Bonnevie,0df854bb,Ligue 2,2.0
6,Zacharie Boucher,FRA,GK,Bastia,,31-307,1992,2,2,180,,1.5,1.5,3.5,2.5,57.1,0.0,0.5,0.5,0.5,50.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/249cdcff/Zacharie-Boucher,249cdcff,Ligue 2,2.0
7,Thomas Callens,FRA,GK,Annecy,,25-124,1998,2,1,104,,3.33,3.46,5.0,1.67,33.3,0.0,0.0,0.83,0.0,0.0,0.83,0.0,0.83,0.0,100.0,https://fbref.com/en/players/be90e307/Thomas-Callens,be90e307,Ligue 2,1.2
8,Sébastien Cibois,FRA,GK,Rodez Aveyron,,25-312,1998,1,1,90,,3.0,3.0,4.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/2b9b37b2/Sebastien-Cibois,2b9b37b2,Ligue 2,1.0
9,Yannis Clementia,MTQ,GK,Caen,,26-187,1997,1,1,90,,2.0,2.0,3.0,1.0,33.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/7800bdb8/Yannis-Clementia,7800bdb8,Ligue 2,1.0
10,Florian Escales,FRA,GK,Annecy,,27-339,1996,18,18,1606,,1.29,1.29,4.1,2.87,68.5,0.22,0.39,0.39,0.34,33.3,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/e0238966/Florian-Escales,e0238966,Ligue 2,17.8
11,Julien Fabri,FRA,GK,Bastia,,29-337,1994,2,2,180,,2.0,2.0,5.5,3.5,72.7,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,https://fbref.com/en/players/a0ba5520/Julien-Fabri,a0ba5520,Ligue 2,2.0
12,Ivan Filipović,CRO,GK,Paris FC,,29-056,1994,9,8,765,,1.41,1.41,3.88,2.47,63.6,0.24,0.0,0.71,0.24,25.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/6df5968e/Ivan-Filipovic,6df5968e,Ligue 2,8.5
13,Yahia Fofana,CIV,GK,Angers,,23-140,2000,19,19,1710,,0.84,0.84,4.58,3.79,81.6,0.63,0.21,0.16,0.58,57.9,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/9d420dad/Yahia-Fofana,9d420dad,Ligue 2,19.0
14,Etienne Green,ENG,GK,Saint-Étienne,,23-173,2000,5,5,450,,1.8,1.8,3.6,1.8,55.6,0.2,0.0,0.8,0.2,20.0,0.2,0.2,0.0,0.0,0.0,https://fbref.com/en/players/667b65da/Etienne-Green,667b65da,Ligue 2,5.0
15,Régis Gurtner,FRA,GK,Amiens,,37-031,1986,17,17,1530,,1.0,1.0,3.82,2.82,80.0,0.35,0.35,0.29,0.41,41.2,0.24,0.24,0.0,0.0,0.0,https://fbref.com/en/players/bc270726/Regis-Gurtner,bc270726,Ligue 2,17.0
16,Maxime Hautbois,FRA,GK,Stade Laval,,33-005,1991,2,2,180,,0.5,0.5,2.0,1.5,100.0,0.5,0.5,0.0,0.5,50.0,0.5,0.5,0.0,0.0,0.0,https://fbref.com/en/players/d3e043b1/Maxime-Hautbois,d3e043b1,Ligue 2,2.0
17,Karl-Johan Johnsson,SWE,GK,Bordeaux,,33-345,1990,3,3,270,,2.0,2.0,4.33,2.33,53.8,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/a56bd2ee/Karl-Johan-Johnsson,a56bd2ee,Ligue 2,3.0
18,Bingourou Kamara,SEN,GK,Pau FC,,27-079,1996,19,19,1710,,1.58,1.58,5.05,3.42,72.9,0.42,0.37,0.21,0.16,15.8,0.26,0.21,0.05,0.0,20.0,https://fbref.com/en/players/3814120d/Bingourou-Kamara,3814120d,Ligue 2,19.0
