Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Team,Championship,Player_Team
Rúben Ramos,POR,MF,24,5,90.0,18.0,6.7,1.0,1,67.0,0,4,6.0,10,1.4,3.0,2.0,1.0,1.0,0.57,1.4,1.9,-0.5,-0.53,-0.68,Moreirense,Brasileiro,Rúben Ramos (Moreirense)
Jeremy Antonisse,CUW,"FW,MF",21,11,185.0,17.0,13.7,2.1,0,0.0,0,11,17.0,0,1.73,6.0,3.0,3.0,1.46,1.15,3.1,2.2,0.9,0.45,0.41,Moreirense,Brasileiro,Jeremy Antonisse (Moreirense)
Pedro Aparício,POR,"MF,FW",28,10,114.0,11.0,8.4,1.3,0,0.0,0,10,11.0,5,1.5,1.0,2.0,-1.0,-0.79,-1.37,1.6,1.9,-0.3,-0.25,-0.39,Moreirense,Brasileiro,Pedro Aparício (Moreirense)
Matheus Aiás,BRA,"MF,FW",26,9,63.0,7.0,4.7,0.7,0,0.0,0,9,7.0,4,2.33,4.0,0.0,4.0,5.71,5.5,1.5,0.4,1.1,1.56,1.53,Moreirense,Brasileiro,Matheus Aiás (Moreirense)
Rodrigo Macedo,POR,MF,20,2,12.0,6.0,0.9,0.1,0,0.0,0,2,6.0,4,0.5,0.0,0.0,0.0,0.0,-0.47,0.1,0.1,0.0,0.18,0.08,Moreirense,Brasileiro,Rodrigo Macedo (Moreirense)
Gilberto Batista,POR,MF,20,1,1.0,1.0,0.1,0.0,0,0.0,0,1,1.0,11,3.0,0.0,0.0,0.0,0.0,-0.47,0.0,0.1,-0.1,-10.43,-10.54,Moreirense,Brasileiro,Gilberto Batista (Moreirense)
Matar Manga,GAM,MF,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moreirense,Brasileiro,Matar Manga (Moreirense)
Rafael Santos,BRA,DF,25,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moreirense,Brasileiro,Rafael Santos (Moreirense)
Caio Secco,BRA,GK,33,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moreirense,Brasileiro,Caio Secco (Moreirense)
Filipe Relvas,POR,DF,24,14,1244.0,89.0,98.7,13.8,14,89.0,13,0,0.0,0,1.07,14.0,32.0,-18.0,-1.3,-12.55,12.9,21.5,-8.6,-0.63,-5.47,Portimonense,Brasileiro,Filipe Relvas (Portimonense)
Carlinhos,BRA,MF,29,13,1164.0,90.0,92.4,12.9,13,90.0,11,0,0.0,0,1.15,16.0,31.0,-15.0,-1.16,-0.22,13.0,20.7,-7.8,-0.6,-0.59,Portimonense,Brasileiro,Carlinhos (Portimonense)
Vinicius Silvestre,BRA,GK,29,12,1080.0,90.0,85.7,12.0,12,90.0,12,0,0.0,2,1.08,14.0,30.0,-16.0,-1.33,-1.33,12.9,18.0,-5.2,-0.43,0.88,Portimonense,Brasileiro,Vinicius Silvestre (Portimonense)
Hélio Varela,CPV,"FW,MF",21,14,1074.0,77.0,85.2,11.9,12,84.0,3,2,35.0,0,1.07,15.0,18.0,-3.0,-0.25,6.04,12.3,16.1,-3.9,-0.32,1.57,Portimonense,Brasileiro,Hélio Varela (Portimonense)
Pedrão,BRA,DF,26,12,1035.0,86.0,82.1,11.5,11,90.0,11,1,45.0,0,1.17,13.0,26.0,-13.0,-1.13,0.07,12.1,17.3,-5.2,-0.45,0.6,Portimonense,Brasileiro,Pedrão (Portimonense)
Alemão,BRA,DF,21,11,984.0,89.0,78.1,10.9,11,89.0,10,0,0.0,0,1.36,13.0,16.0,-3.0,-0.27,3.96,10.4,15.7,-5.2,-0.48,0.35,Portimonense,Brasileiro,Alemão (Portimonense)
Dener,BRA,MF,31,11,881.0,80.0,69.9,9.8,11,80.0,6,0,0.0,0,1.36,12.0,14.0,-2.0,-0.2,3.12,9.7,12.5,-2.8,-0.29,0.9,Portimonense,Brasileiro,Dener (Portimonense)
Sylvester Jasper,BUL,"FW,MF",22,12,843.0,70.0,66.9,9.4,11,73.0,2,1,45.0,0,1.17,9.0,16.0,-7.0,-0.75,1.2,9.8,12.7,-2.9,-0.31,0.74,Portimonense,Brasileiro,Sylvester Jasper (Portimonense)
Gonçalo Costa,POR,"DF,MF",23,13,892.0,69.0,70.8,9.9,10,78.0,4,3,36.0,0,1.15,12.0,24.0,-12.0,-1.21,-0.23,9.8,16.0,-6.2,-0.62,-0.21,Portimonense,Brasileiro,Gonçalo Costa (Portimonense)
Ronie Carrillo,ECU,FW,27,12,757.0,63.0,60.1,8.4,9,78.0,3,3,18.0,0,1.25,11.0,19.0,-8.0,-0.95,0.48,8.3,11.5,-3.2,-0.38,0.43,Portimonense,Brasileiro,Ronie Carrillo (Portimonense)
Guga,POR,"DF,MF",20,10,645.0,65.0,51.2,7.2,7,78.0,3,3,32.0,3,0.8,7.0,21.0,-14.0,-1.95,-1.66,6.1,10.7,-4.6,-0.64,-0.16,Portimonense,Brasileiro,Guga (Portimonense)
Igor Marques,BRA,"DF,MF",24,10,576.0,58.0,45.7,6.4,6,74.0,3,4,33.0,1,1.4,9.0,10.0,-1.0,-0.16,1.82,7.4,10.9,-3.5,-0.55,0.01,Portimonense,Brasileiro,Igor Marques (Portimonense)
Maurício,BRA,MF,35,7,451.0,64.0,35.8,5.0,6,73.0,2,1,11.0,2,0.71,5.0,14.0,-9.0,-1.8,-1.02,4.5,8.6,-4.1,-0.82,-0.4,Portimonense,Brasileiro,Maurício (Portimonense)
Rildo,BRA,"FW,MF",23,11,509.0,46.0,40.4,5.7,5,73.0,0,6,24.0,3,0.91,7.0,14.0,-7.0,-1.24,-0.16,6.5,9.0,-2.6,-0.45,0.17,Portimonense,Brasileiro,Rildo (Portimonense)
Moustapha Seck,SEN,"DF,MF",27,10,301.0,30.0,23.9,3.3,4,56.0,0,6,13.0,3,1.0,1.0,14.0,-13.0,-3.89,-3.61,2.4,6.7,-4.2,-1.27,-0.94,Portimonense,Brasileiro,Moustapha Seck (Portimonense)
Paulo Estrela Moreira,POR,"MF,FW",24,9,377.0,42.0,29.9,4.2,3,70.0,1,6,28.0,2,0.67,3.0,15.0,-12.0,-2.86,-2.46,3.2,8.9,-5.7,-1.35,-1.14,Portimonense,Brasileiro,Paulo Estrela Moreira (Portimonense)
Nonoca,BRA,"MF,FW",25,9,320.0,36.0,25.4,3.6,3,65.0,1,6,21.0,3,0.89,4.0,10.0,-6.0,-1.69,-0.73,3.2,4.5,-1.3,-0.38,0.24,Portimonense,Brasileiro,Nonoca (Portimonense)
Kosuke Nakamura,JPN,GK,28,2,180.0,90.0,14.3,2.0,2,90.0,2,0,0.0,5,1.0,2.0,2.0,0.0,0.0,1.33,1.0,3.6,-2.6,-1.31,-0.88,Portimonense,Brasileiro,Kosuke Nakamura (Portimonense)
Paulinho,POR,"FW,MF",24,8,169.0,21.0,13.4,1.9,2,52.0,0,6,11.0,5,0.88,2.0,6.0,-4.0,-2.13,-1.14,2.4,2.7,-0.2,-0.12,0.5,Portimonense,Brasileiro,Paulinho (Portimonense)
Rafael Alcobia,POR,DF,20,2,113.0,57.0,9.0,1.3,1,90.0,1,1,23.0,8,0.5,1.0,5.0,-4.0,-3.19,-2.24,1.3,3.2,-1.9,-1.53,-1.07,Portimonense,Brasileiro,Rafael Alcobia (Portimonense)
Luan Campos,BRA,"FW,MF",21,6,97.0,16.0,7.7,1.1,1,45.0,0,5,10.0,1,1.0,1.0,5.0,-4.0,-3.71,-2.78,0.8,2.9,-2.2,-1.98,-1.54,Portimonense,Brasileiro,Luan Campos (Portimonense)
Zinho,BRA,"FW,MF",20,8,117.0,15.0,9.3,1.3,0,0.0,0,8,15.0,2,1.25,4.0,7.0,-3.0,-2.31,-1.28,2.0,3.4,-1.4,-1.11,-0.61,Portimonense,Brasileiro,Zinho (Portimonense)
Midana Cassama,GNB,MF,21,1,18.0,18.0,1.4,0.2,0,0.0,0,1,18.0,1,0.0,0.0,0.0,0.0,0.0,1.16,0.3,0.1,0.2,0.96,1.53,Portimonense,Brasileiro,Midana Cassama (Portimonense)
Jose Souza,POR,MF,22,1,8.0,8.0,0.6,0.1,0,0.0,0,1,8.0,4,0.0,1.0,1.0,0.0,0.0,1.15,0.4,0.2,0.2,2.11,2.68,Portimonense,Brasileiro,Jose Souza (Portimonense)
Dennis Adeniran,ENG,MF,24,1,6.0,6.0,0.5,0.1,0,0.0,0,1,6.0,3,0.0,0.0,2.0,-2.0,-30.0,-29.0,0.0,0.4,-0.4,-6.35,-5.82,Portimonense,Brasileiro,Dennis Adeniran (Portimonense)
João,BRA,GK,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portimonense,Brasileiro,João (Portimonense)
Davis Nascimento,BRA,MF,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portimonense,Brasileiro,Davis Nascimento (Portimonense)
Gabriel Souza,BRA,GK,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portimonense,Brasileiro,Gabriel Souza (Portimonense)
Ângelo Taveira,POR,MF,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portimonense,Brasileiro,Ângelo Taveira (Portimonense)
Kim Yonghak,KOR,FW,20,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portimonense,Brasileiro,Kim Yonghak (Portimonense)
Diogo Costa,POR,GK,24,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,0.0,0,2.27,22.0,11.0,11.0,0.73,0.0,24.0,14.2,9.8,0.65,0.0,Porto,Brasileiro,Diogo Costa (Porto)
Pepê,BRA,"MF,DF",26,15,1185.0,79.0,87.8,13.2,13,88.0,11,2,21.0,0,2.27,19.0,9.0,10.0,0.76,0.21,21.0,12.3,8.7,0.66,0.06,Porto,Brasileiro,Pepê (Porto)
Stephen Eustáquio,CAN,MF,27,15,1178.0,79.0,87.3,13.1,13,86.0,10,2,33.0,0,2.27,18.0,10.0,8.0,0.61,-0.96,20.3,13.1,7.2,0.55,-0.82,Porto,Brasileiro,Stephen Eustáquio (Porto)
Mehdi Taremi,IRN,FW,31,15,1162.0,77.0,86.1,12.9,13,81.0,5,2,56.0,0,2.27,18.0,9.0,9.0,0.7,-0.26,18.1,11.1,7.0,0.54,-0.82,Porto,Brasileiro,Mehdi Taremi (Porto)
João Mário Lopes,POR,DF,23,12,951.0,79.0,70.4,10.6,12,79.0,5,0,0.0,1,2.08,8.0,8.0,0.0,0.0,-2.48,14.5,9.5,4.9,0.47,-0.64,Porto,Brasileiro,João Mário Lopes (Porto)
Alan Varela,ARG,MF,22,12,830.0,69.0,61.5,9.2,11,71.0,3,1,45.0,1,2.08,13.0,6.0,7.0,0.76,0.07,11.8,9.5,2.3,0.25,-1.05,Porto,Brasileiro,Alan Varela (Porto)
Galeno,BRA,"MF,DF",26,13,908.0,70.0,67.3,10.1,9,87.0,7,4,31.0,0,2.38,13.0,9.0,4.0,0.4,-1.03,14.5,9.6,4.9,0.48,-0.53,Porto,Brasileiro,Galeno (Porto)
Pepe,POR,DF,40,8,649.0,81.0,48.1,7.2,8,81.0,5,0,0.0,0,2.25,13.0,4.0,9.0,1.25,0.99,11.7,7.6,4.1,0.58,-0.15,Porto,Brasileiro,Pepe (Porto)
Evanilson,BRA,FW,24,10,628.0,63.0,46.5,7.0,8,69.0,0,2,37.0,0,2.2,10.0,5.0,5.0,0.72,-0.03,11.4,7.1,4.2,0.6,-0.09,Porto,Brasileiro,Evanilson (Porto)
Fábio Cardoso,POR,DF,29,11,621.0,56.0,46.0,6.9,7,80.0,6,4,16.0,2,2.27,11.0,5.0,6.0,0.87,0.25,11.3,5.4,5.9,0.86,0.38,Porto,Brasileiro,Fábio Cardoso (Porto)
David Carmo,POR,DF,24,7,608.0,87.0,45.0,6.8,7,87.0,5,0,0.0,4,2.14,8.0,4.0,4.0,0.59,-0.26,10.0,7.3,2.7,0.4,-0.46,Porto,Brasileiro,David Carmo (Porto)
Wendell,BRA,DF,30,8,620.0,78.0,45.9,6.9,6,85.0,2,2,56.0,0,2.38,9.0,3.0,6.0,0.87,0.25,9.5,4.9,4.6,0.67,0.04,Porto,Brasileiro,Wendell (Porto)
Iván Marcano,ESP,DF,36,5,367.0,73.0,27.2,4.1,5,73.0,4,0,0.0,0,2.6,7.0,4.0,3.0,0.74,0.0,8.3,2.5,5.8,1.42,1.06,Porto,Brasileiro,Iván Marcano (Porto)
Zé Pedro Figueiredo,POR,DF,26,5,426.0,85.0,31.6,4.7,4,90.0,4,1,66.0,0,1.8,5.0,4.0,1.0,0.21,-0.76,6.4,4.9,1.5,0.32,-0.49,Porto,Brasileiro,Zé Pedro Figueiredo (Porto)
André Franco,POR,"MF,FW",25,12,370.0,31.0,27.4,4.1,4,71.0,1,8,11.0,3,2.5,9.0,3.0,6.0,1.46,1.0,9.9,5.4,4.6,1.11,0.62,Porto,Brasileiro,André Franco (Porto)
Nicolás González,ESP,MF,21,7,367.0,52.0,27.2,4.1,4,78.0,0,3,18.0,2,2.29,3.0,4.0,-1.0,-0.25,-1.34,5.4,2.5,2.8,0.69,0.05,Porto,Brasileiro,Nicolás González (Porto)
Toni Martínez,ESP,FW,26,10,363.0,36.0,26.9,4.0,4,64.0,1,6,18.0,2,2.5,6.0,4.0,2.0,0.5,-0.32,6.0,2.5,3.5,0.86,0.28,Porto,Brasileiro,Toni Martínez (Porto)
Jorge Eduardo Sánchez,MEX,DF,26,6,348.0,58.0,25.8,3.9,4,83.0,3,2,8.0,1,2.5,8.0,1.0,7.0,1.81,1.45,7.5,3.5,4.0,1.03,0.5,Porto,Brasileiro,Jorge Eduardo Sánchez (Porto)
Zaidu Sanusi,NGA,DF,26,4,254.0,64.0,18.8,2.8,4,64.0,0,0,0.0,3,2.25,2.0,5.0,-3.0,-1.06,-2.21,2.2,4.6,-2.5,-0.87,-1.88,Porto,Brasileiro,Zaidu Sanusi (Porto)
Francisco Conceição,POR,"MF,FW",21,8,335.0,42.0,24.8,3.7,3,79.0,0,5,19.0,2,1.88,6.0,2.0,4.0,1.07,0.45,6.6,4.5,2.2,0.59,-0.09,Porto,Brasileiro,Francisco Conceição (Porto)
Ivan Jaime Pajuelo,ESP,MF,23,7,259.0,37.0,19.2,2.9,3,71.0,0,4,12.0,2,2.29,6.0,1.0,5.0,1.74,1.24,6.2,1.5,4.7,1.62,1.2,Porto,Brasileiro,Ivan Jaime Pajuelo (Porto)
João Miguel,POR,DF,23,3,191.0,64.0,14.1,2.1,2,90.0,2,1,11.0,3,3.0,6.0,1.0,5.0,2.36,1.89,3.8,2.8,1.0,0.49,-0.19,Porto,Brasileiro,João Miguel (Porto)
Romário Baró,POR,"MF,FW",23,4,122.0,31.0,9.0,1.4,2,44.0,0,2,18.0,3,2.25,2.0,0.0,2.0,1.48,0.82,1.6,1.3,0.3,0.2,-0.5,Porto,Brasileiro,Romário Baró (Porto)
Gonçalo Borges,POR,"MF,DF",22,9,210.0,23.0,15.6,2.3,1,69.0,0,8,18.0,4,2.11,7.0,3.0,4.0,1.71,1.16,8.0,1.9,6.1,2.6,2.31,Porto,Brasileiro,Gonçalo Borges (Porto)
Fran Navarro,ESP,"FW,MF",25,6,174.0,29.0,12.9,1.9,1,90.0,1,5,17.0,2,2.17,6.0,1.0,5.0,2.59,2.13,6.8,1.8,5.0,2.59,2.22,Porto,Brasileiro,Fran Navarro (Porto)
Marko Grujić,SRB,MF,27,5,120.0,24.0,8.9,1.3,1,55.0,0,4,16.0,6,3.0,2.0,2.0,0.0,0.0,-0.8,2.4,1.9,0.5,0.38,-0.3,Porto,Brasileiro,Marko Grujić (Porto)
Otávio,POR,"MF,FW",28,1,90.0,90.0,6.7,1.0,1,90.0,1,0,0.0,0,3.0,2.0,1.0,1.0,1.0,0.29,0.8,0.5,0.3,0.27,-0.41,Porto,Brasileiro,Otávio (Porto)
Danny Loader,ENG,"FW,DF",23,3,43.0,14.0,3.2,0.5,0,0.0,0,3,14.0,6,2.0,3.0,0.0,3.0,6.28,5.73,3.8,0.2,3.5,7.37,6.93,Porto,Brasileiro,Danny Loader (Porto)
Bernardo Folha,POR,MF,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Porto,Brasileiro,Bernardo Folha (Porto)
Samuel Portugal,BRA,GK,29,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Porto,Brasileiro,Samuel Portugal (Porto)
Cláudio Ramos,POR,GK,32,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Porto,Brasileiro,Cláudio Ramos (Porto)
Costinha,POR,"MF,DF",23,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,0.0,0,0.8,16.0,24.0,-8.0,-0.53,0.0,19.8,18.7,1.1,0.07,0.0,Rio Ave,Brasileiro,Costinha (Rio Ave)
Aderlan Santos,BRA,DF,34,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,0.0,0,0.8,16.0,24.0,-8.0,-0.53,0.0,19.8,18.7,1.1,0.07,0.0,Rio Ave,Brasileiro,Aderlan Santos (Rio Ave)
Fábio Conceição,POR,"MF,DF",22,15,1333.0,89.0,98.7,14.8,15,89.0,9,0,0.0,0,0.8,16.0,22.0,-6.0,-0.41,10.18,19.3,17.6,1.7,0.11,2.99,Rio Ave,Brasileiro,Fábio Conceição (Rio Ave)
Amine Oudrhiri,MAR,MF,31,15,1160.0,77.0,85.9,12.9,15,77.0,3,0,0.0,0,0.8,14.0,18.0,-4.0,-0.31,1.58,16.4,14.0,2.3,0.18,0.79,Rio Ave,Brasileiro,Amine Oudrhiri (Rio Ave)
Josué Sá,POR,DF,31,13,1051.0,81.0,77.9,11.7,12,87.0,8,1,13.0,0,0.92,14.0,13.0,1.0,0.09,2.79,16.9,11.3,5.5,0.47,1.82,Rio Ave,Brasileiro,Josué Sá (Rio Ave)
Gonçalo Rodrigues,POR,MF,26,12,972.0,81.0,72.0,10.8,12,81.0,5,0,0.0,0,0.92,14.0,16.0,-2.0,-0.19,1.24,14.9,12.2,2.7,0.25,0.64,Rio Ave,Brasileiro,Gonçalo Rodrigues (Rio Ave)
Emmanuel Boateng,GHA,FW,27,11,866.0,79.0,64.1,9.6,9,88.0,7,2,39.0,0,1.0,14.0,12.0,2.0,0.21,2.07,14.9,8.8,6.1,0.64,1.57,Rio Ave,Brasileiro,Emmanuel Boateng (Rio Ave)
Joca,POR,"FW,MF",27,9,623.0,69.0,46.1,6.9,9,69.0,0,0,0.0,0,0.89,6.0,7.0,-1.0,-0.14,0.72,7.4,5.9,1.6,0.23,0.29,Rio Ave,Brasileiro,Joca (Rio Ave)
Jhonatan,BRA,GK,32,8,720.0,90.0,53.3,8.0,8,90.0,8,0,0.0,2,0.88,11.0,12.0,-1.0,-0.12,0.88,12.5,8.2,4.4,0.55,1.02,Rio Ave,Brasileiro,Jhonatan (Rio Ave)
Miguel Nóbrega,POR,DF,23,9,711.0,79.0,52.7,7.9,8,86.0,5,1,20.0,1,0.78,10.0,12.0,-2.0,-0.25,0.59,12.2,8.1,4.1,0.52,0.95,Rio Ave,Brasileiro,Miguel Nóbrega (Rio Ave)
Magrão,BRA,GK,23,7,630.0,90.0,46.7,7.0,7,90.0,7,0,0.0,8,0.71,5.0,12.0,-7.0,-1.0,-0.88,7.3,10.5,-3.3,-0.47,-1.02,Rio Ave,Brasileiro,Magrão (Rio Ave)
André Pereira,POR,FW,28,11,584.0,53.0,43.3,6.5,7,66.0,0,4,31.0,2,0.82,9.0,10.0,-1.0,-0.15,0.67,8.2,4.5,3.7,0.57,0.88,Rio Ave,Brasileiro,André Pereira (Rio Ave)
Renato Pantalon,CRO,DF,26,9,569.0,63.0,42.1,6.3,7,81.0,5,2,1.0,5,1.0,3.0,11.0,-8.0,-1.27,-1.27,4.2,9.7,-5.5,-0.87,-1.62,Rio Ave,Brasileiro,Renato Pantalon (Rio Ave)
Leonardo Ruíz,COL,FW,27,10,579.0,58.0,42.9,6.4,6,80.0,3,4,25.0,5,0.5,4.0,12.0,-8.0,-1.24,-1.24,8.4,11.3,-2.9,-0.45,-0.92,Rio Ave,Brasileiro,Leonardo Ruíz (Rio Ave)
Bruno Ventura,POR,"FW,MF",22,11,481.0,44.0,35.6,5.3,5,77.0,1,6,16.0,2,0.64,7.0,9.0,-2.0,-0.37,0.25,9.5,8.2,1.4,0.26,0.29,Rio Ave,Brasileiro,Bruno Ventura (Rio Ave)
João Graça,POR,"MF,FW",28,12,469.0,39.0,34.7,5.2,5,74.0,0,7,14.0,3,0.42,4.0,7.0,-3.0,-0.58,-0.06,6.3,6.7,-0.3,-0.06,-0.2,Rio Ave,Brasileiro,João Graça (Rio Ave)
Zé Manuel,POR,"MF,FW",33,13,405.0,31.0,30.0,4.5,3,73.0,1,10,19.0,2,0.85,4.0,10.0,-6.0,-1.33,-1.14,6.4,8.3,-1.9,-0.42,-0.7,Rio Ave,Brasileiro,Zé Manuel (Rio Ave)
Hernâni Fortes,POR,FW,32,12,339.0,28.0,25.1,3.8,3,56.0,0,9,19.0,3,0.92,3.0,7.0,-4.0,-1.06,-0.71,3.9,5.1,-1.1,-0.3,-0.5,Rio Ave,Brasileiro,Hernâni Fortes (Rio Ave)
Savio,BRA,"DF,MF",28,7,253.0,36.0,18.7,2.8,2,61.0,0,5,26.0,1,0.71,3.0,8.0,-5.0,-1.78,-1.53,3.5,4.9,-1.4,-0.51,-0.72,Rio Ave,Brasileiro,Savio (Rio Ave)
Patrick,BRA,DF,26,6,142.0,24.0,10.5,1.6,2,50.0,0,4,11.0,5,1.0,1.0,8.0,-7.0,-4.44,-4.36,2.3,5.7,-3.5,-2.21,-2.55,Rio Ave,Brasileiro,Patrick (Rio Ave)
Vítor Gomes,POR,MF,36,10,169.0,17.0,12.5,1.9,0,0.0,0,10,17.0,2,0.8,1.0,8.0,-7.0,-3.73,-3.65,2.6,5.3,-2.7,-1.46,-1.75,Rio Ave,Brasileiro,Vítor Gomes (Rio Ave)
Ukra,POR,"MF,FW",35,4,59.0,15.0,4.4,0.7,0,0.0,0,4,15.0,8,0.5,0.0,2.0,-2.0,-3.05,-2.63,0.3,1.8,-1.5,-2.25,-2.43,Rio Ave,Brasileiro,Ukra (Rio Ave)
Nuno Namora,POR,"DF,MF",25,3,29.0,10.0,2.1,0.3,0,0.0,0,3,10.0,2,0.67,1.0,0.0,1.0,3.1,3.72,0.6,0.1,0.5,1.51,1.47,Rio Ave,Brasileiro,Nuno Namora (Rio Ave)
Julien Lomboto,COD,MF,21,1,6.0,6.0,0.4,0.1,0,0.0,0,1,6.0,5,1.0,0.0,0.0,0.0,0.0,0.54,0.0,0.1,-0.1,-1.49,-1.57,Rio Ave,Brasileiro,Julien Lomboto (Rio Ave)
Lucas Flores,BRA,GK,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rio Ave,Brasileiro,Lucas Flores (Rio Ave)
Antonio Adán,ESP,GK,36,14,1260.0,90.0,100.0,14.0,14,90.0,14,0,0.0,0,2.43,30.0,15.0,15.0,1.07,0.0,25.0,11.6,13.5,0.96,0.0,Sporting CP,Brasileiro,Antonio Adán (Sporting CP)
Ousmane Diomande,CIV,DF,20,14,1210.0,86.0,96.0,13.4,14,86.0,12,0,0.0,0,2.43,29.0,14.0,15.0,1.12,1.12,24.0,10.8,13.3,0.99,0.67,Sporting CP,Brasileiro,Ousmane Diomande (Sporting CP)
Pedro Gonçalves,POR,"FW,MF",25,14,1198.0,86.0,95.1,13.3,14,86.0,8,0,0.0,0,2.43,29.0,12.0,17.0,1.28,4.18,24.0,10.3,13.7,1.03,1.38,Sporting CP,Brasileiro,Pedro Gonçalves (Sporting CP)
Viktor Gyökeres,SWE,FW,25,13,1165.0,90.0,92.5,12.9,13,90.0,12,0,0.0,1,2.38,28.0,15.0,13.0,1.0,-0.89,23.1,11.2,11.9,0.92,-0.56,Sporting CP,Brasileiro,Viktor Gyökeres (Sporting CP)
Hidemasa Morita,JPN,MF,28,13,1157.0,89.0,91.8,12.9,13,89.0,11,0,0.0,0,2.38,27.0,11.0,16.0,1.24,2.12,22.6,9.0,13.7,1.06,1.23,Sporting CP,Brasileiro,Hidemasa Morita (Sporting CP)
Gonçalo Inácio,POR,DF,22,14,1117.0,80.0,88.7,12.4,13,83.0,11,1,32.0,0,2.43,27.0,11.0,16.0,1.29,1.92,22.4,8.9,13.5,1.08,1.08,Sporting CP,Brasileiro,Gonçalo Inácio (Sporting CP)
Sebastián Coates,URU,DF,33,12,947.0,79.0,75.2,10.5,12,79.0,9,0,0.0,0,2.58,20.0,10.0,10.0,0.95,-0.49,17.1,7.9,9.2,0.87,-0.36,Sporting CP,Brasileiro,Sebastián Coates (Sporting CP)
Morten Hjulmand,DEN,MF,24,13,942.0,72.0,74.8,10.5,12,77.0,5,1,16.0,0,2.38,22.0,8.0,14.0,1.34,1.05,17.9,7.3,10.7,1.02,0.22,Sporting CP,Brasileiro,Morten Hjulmand (Sporting CP)
Marcus Edwards,ENG,"FW,MF",25,13,882.0,68.0,70.0,9.8,11,72.0,3,2,45.0,1,2.38,22.0,10.0,12.0,1.22,0.51,17.0,7.2,9.9,1.01,0.15,Sporting CP,Brasileiro,Marcus Edwards (Sporting CP)
Ricardo Esgaio,POR,"MF,DF",30,14,784.0,56.0,62.2,8.7,11,65.0,1,3,23.0,0,2.43,17.0,13.0,4.0,0.46,-1.62,13.0,7.5,5.6,0.64,-0.85,Sporting CP,Brasileiro,Ricardo Esgaio (Sporting CP)
Nuno Santos,POR,"MF,DF",28,13,714.0,55.0,56.7,7.9,9,67.0,1,4,27.0,0,2.38,17.0,11.0,6.0,0.76,-0.73,14.0,6.7,7.3,0.92,-0.1,Sporting CP,Brasileiro,Nuno Santos (Sporting CP)
Matheus Reis,BRA,"DF,MF",28,13,698.0,54.0,55.4,7.8,6,75.0,2,7,36.0,1,2.54,16.0,8.0,8.0,1.03,-0.09,15.3,7.1,8.2,1.05,0.21,Sporting CP,Brasileiro,Matheus Reis (Sporting CP)
Geny Catamo,MOZ,"MF,DF",22,12,533.0,44.0,42.3,5.9,4,76.0,1,8,29.0,0,2.58,13.0,4.0,9.0,1.52,0.78,12.6,4.9,7.6,1.29,0.57,Sporting CP,Brasileiro,Geny Catamo (Sporting CP)
