Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Team,Championship,Player_Team
Andrey Ramos do Nascimento,BRA,MF,24.0,26,1124.0,43.0,32.9,12.5,11,70.0,2,15,23.0,11,0.85,13.0,23.0,-10.0,-0.8,0.06,13.4,19.8,-6.4,-0.52,0.08,Coritiba,Brasileiro,Andrey Ramos do Nascimento (Coritiba)
Willian Farias,BRA,MF,33.0,16,959.0,60.0,28.0,10.7,11,76.0,7,5,24.0,3,0.69,13.0,21.0,-8.0,-0.75,0.13,10.7,15.2,-4.5,-0.42,0.2,Coritiba,Brasileiro,Willian Farias (Coritiba)
Thalisson Gabriel,BRA,DF,21.0,11,945.0,86.0,27.6,10.5,11,86.0,10,0,0.0,2,0.91,10.0,16.0,-6.0,-0.57,0.37,10.8,13.1,-2.4,-0.22,0.48,Coritiba,Brasileiro,Thalisson Gabriel (Coritiba)
Islam Slimani,ALG,FW,34.0,11,817.0,74.0,23.9,9.1,10,78.0,4,1,39.0,0,1.09,12.0,19.0,-7.0,-0.77,0.09,8.5,13.9,-5.4,-0.6,-0.04,Coritiba,Brasileiro,Islam Slimani (Coritiba)
Kaio,BRA,"MF,FW",18.0,24,881.0,37.0,25.8,9.8,9,63.0,1,15,21.0,5,0.83,7.0,23.0,-16.0,-1.63,-1.07,8.6,17.7,-9.2,-0.94,-0.5,Coritiba,Brasileiro,Kaio (Coritiba)
Bruno Viana,BRA,DF,27.0,10,811.0,81.0,23.7,9.0,9,89.0,8,1,14.0,3,0.55,11.0,20.0,-9.0,-1.0,-0.21,8.3,16.1,-7.8,-0.87,-0.39,Coritiba,Brasileiro,Bruno Viana (Coritiba)
Alef Manga,BRA,"FW,MF",28.0,10,804.0,80.0,23.5,8.9,9,87.0,8,1,17.0,0,0.8,9.0,17.0,-8.0,-0.9,-0.07,10.0,13.4,-3.5,-0.39,0.24,Coritiba,Brasileiro,Alef Manga (Coritiba)
Diogo,BRA,"FW,MF",26.0,15,756.0,50.0,22.1,8.4,9,65.0,1,6,28.0,1,1.07,10.0,16.0,-6.0,-0.71,0.16,7.5,11.4,-3.8,-0.46,0.14,Coritiba,Brasileiro,Diogo (Coritiba)
Liziero,BRA,MF,24.0,10,586.0,59.0,17.1,6.5,8,70.0,2,2,15.0,2,0.3,6.0,11.0,-5.0,-0.77,0.09,5.1,9.0,-3.9,-0.61,-0.05,Coritiba,Brasileiro,Liziero (Coritiba)
Zé Roberto,BRA,"FW,MF",29.0,10,523.0,52.0,15.3,5.8,7,65.0,0,3,22.0,2,0.5,7.0,10.0,-3.0,-0.52,0.38,5.4,8.4,-3.0,-0.52,0.06,Coritiba,Brasileiro,Zé Roberto (Coritiba)
Thiago Dombroski,BRA,DF,20.0,7,504.0,72.0,14.7,5.6,7,72.0,2,0,0.0,4,0.71,6.0,13.0,-7.0,-1.25,-0.48,5.6,11.2,-5.6,-0.99,-0.5,Coritiba,Brasileiro,Thiago Dombroski (Coritiba)
Jean Pedroso,BRA,DF,19.0,7,584.0,83.0,17.1,6.5,6,90.0,5,1,45.0,15,0.71,4.0,12.0,-8.0,-1.23,-0.47,7.7,9.0,-1.2,-0.19,0.45,Coritiba,Brasileiro,Jean Pedroso (Coritiba)
Diogo Batista,BRA,"DF,MF",19.0,11,531.0,48.0,15.5,5.9,5,73.0,2,6,28.0,8,0.91,6.0,9.0,-3.0,-0.51,0.39,7.0,9.6,-2.6,-0.44,0.15,Coritiba,Brasileiro,Diogo Batista (Coritiba)
Rodrigo Pinho,BRA,FW,31.0,10,385.0,39.0,11.3,4.3,5,53.0,0,5,24.0,7,1.1,3.0,10.0,-7.0,-1.64,-0.9,5.0,8.2,-3.2,-0.76,-0.21,Coritiba,Brasileiro,Rodrigo Pinho (Coritiba)
Maurício Garcez,BRA,"MF,FW",25.0,14,596.0,43.0,17.4,6.6,4,77.0,0,10,29.0,7,0.93,8.0,11.0,-3.0,-0.45,0.47,9.0,9.4,-0.4,-0.06,0.62,Coritiba,Brasileiro,Maurício Garcez (Coritiba)
Fransérgio,BRA,MF,32.0,15,534.0,36.0,15.6,5.9,4,61.0,0,11,26.0,8,1.07,8.0,14.0,-6.0,-1.01,-0.2,8.8,12.4,-3.7,-0.62,-0.06,Coritiba,Brasileiro,Fransérgio (Coritiba)
Luan Polli,BRA,GK,29.0,5,385.0,77.0,11.3,4.3,4,90.0,4,1,25.0,31,1.0,10.0,10.0,0.0,0.0,0.95,5.9,8.4,-2.5,-0.58,-0.01,Coritiba,Brasileiro,Luan Polli (Coritiba)
Andreas Samaris,GRE,MF,33.0,4,183.0,46.0,5.4,2.0,4,46.0,0,0,0.0,7,0.0,2.0,10.0,-8.0,-3.93,-3.27,1.5,6.3,-4.9,-2.39,-1.93,Coritiba,Brasileiro,Andreas Samaris (Coritiba)
Gabriel Boschilia,BRA,"MF,FW",26.0,11,344.0,31.0,10.1,3.8,3,64.0,0,8,19.0,3,0.73,3.0,11.0,-8.0,-2.09,-1.39,3.4,7.0,-3.6,-0.93,-0.41,Coritiba,Brasileiro,Gabriel Boschilia (Coritiba)
Hayner,BRA,"DF,MF",27.0,8,304.0,38.0,8.9,3.4,3,67.0,0,5,20.0,5,0.75,5.0,11.0,-6.0,-1.78,-1.03,3.7,8.9,-5.2,-1.55,-1.07,Coritiba,Brasileiro,Hayner (Coritiba)
Jhon Chancellor,VEN,DF,31.0,4,303.0,76.0,8.9,3.4,3,90.0,2,1,34.0,1,0.25,3.0,9.0,-6.0,-1.78,-1.03,1.9,6.3,-4.4,-1.3,-0.8,Coritiba,Brasileiro,Jhon Chancellor (Coritiba)
Pedro Luccas,BRA,GK,19.0,3,270.0,90.0,7.9,3.0,3,90.0,3,0,0.0,6,0.33,1.0,4.0,-3.0,-1.0,-0.17,2.6,5.0,-2.3,-0.78,-0.23,Coritiba,Brasileiro,Pedro Luccas (Coritiba)
Edu,BRA,"FW,MF",29.0,10,320.0,32.0,9.4,3.6,2,64.0,0,8,24.0,8,0.5,3.0,8.0,-5.0,-1.41,-0.62,4.9,6.7,-1.7,-0.48,0.09,Coritiba,Brasileiro,Edu (Coritiba)
Júnior Urso,BRA,MF,33.0,6,298.0,50.0,8.7,3.3,2,74.0,1,4,38.0,0,0.33,1.0,6.0,-5.0,-1.51,-0.73,2.5,6.3,-3.7,-1.13,-0.61,Coritiba,Brasileiro,Júnior Urso (Coritiba)
Reynaldo Cesar Moraes,BRA,DF,26.0,6,245.0,41.0,7.2,2.7,1,90.0,1,5,31.0,8,1.17,4.0,6.0,-2.0,-0.73,0.12,3.6,7.3,-3.7,-1.38,-0.87,Coritiba,Brasileiro,Reynaldo Cesar Moraes (Coritiba)
Maurício Antônio,BRA,DF,30.0,3,180.0,60.0,5.3,2.0,1,90.0,1,2,45.0,3,0.33,2.0,3.0,-1.0,-0.5,0.36,1.8,3.6,-1.7,-0.87,-0.32,Coritiba,Brasileiro,Maurício Antônio (Coritiba)
Marcos Vinicius,BRA,"DF,MF",25.0,5,173.0,35.0,5.1,1.9,1,90.0,1,4,21.0,6,0.6,2.0,6.0,-4.0,-2.08,-1.3,1.2,6.6,-5.5,-2.83,-2.38,Coritiba,Brasileiro,Marcos Vinicius (Coritiba)
William Pottker,BRA,"FW,MF",29.0,4,116.0,29.0,3.4,1.3,1,53.0,0,3,21.0,2,0.5,0.0,4.0,-4.0,-3.1,-2.34,0.6,2.1,-1.5,-1.14,-0.6,Coritiba,Brasileiro,William Pottker (Coritiba)
Gabriel Silva,BRA,"FW,MF",20.0,4,91.0,23.0,2.7,1.0,1,45.0,0,3,15.0,13,0.75,2.0,4.0,-2.0,-1.98,-1.17,1.9,3.1,-1.2,-1.14,-0.59,Coritiba,Brasileiro,Gabriel Silva (Coritiba)
Gustavo Vilar,BRA,DF,22.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,0.0,8,0.0,0.0,3.0,-3.0,-3.0,-2.22,0.7,2.6,-1.9,-1.88,-1.34,Coritiba,Brasileiro,Gustavo Vilar (Coritiba)
Lucas Barbosa,BRA,"MF,FW",21.0,5,102.0,20.0,3.0,1.1,0,0.0,0,5,20.0,8,0.0,0.0,3.0,-3.0,-2.65,-1.86,2.6,0.7,1.9,1.68,2.31,Coritiba,Brasileiro,Lucas Barbosa (Coritiba)
Jesé,ESP,MF,29.0,6,96.0,16.0,2.8,1.1,0,0.0,0,6,16.0,7,0.0,2.0,5.0,-3.0,-2.81,-2.03,1.0,2.6,-1.6,-1.52,-0.98,Coritiba,Brasileiro,Jesé (Coritiba)
Lucas Ronier,BRA,"FW,MF",18.0,2,55.0,28.0,1.6,0.6,0,0.0,0,2,28.0,1,0.0,0.0,0.0,0.0,0.0,0.86,0.4,0.6,-0.2,-0.36,0.21,Coritiba,Brasileiro,Lucas Ronier (Coritiba)
Wesley Pombo,BRA,MF,20.0,1,50.0,50.0,1.5,0.6,0,0.0,0,1,50.0,5,1.0,1.0,0.0,1.0,1.8,2.68,0.9,0.6,0.3,0.62,1.2,Coritiba,Brasileiro,Wesley Pombo (Coritiba)
Ruan Lucas,BRA,"MF,FW",18.0,4,29.0,7.0,0.8,0.3,0,0.0,0,4,7.0,6,0.25,1.0,0.0,1.0,3.1,3.98,0.7,0.4,0.3,0.98,1.56,Coritiba,Brasileiro,Ruan Lucas (Coritiba)
Éberth Araújo Nogueira,BRA,FW,19.0,1,25.0,25.0,0.7,0.3,0,0.0,0,1,25.0,0,0.0,0.0,0.0,0.0,0.0,0.85,0.2,0.0,0.2,0.81,1.39,Coritiba,Brasileiro,Éberth Araújo Nogueira (Coritiba)
Matheus Cadorini,BRA,FW,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coritiba,Brasileiro,Matheus Cadorini (Coritiba)
Jean Gabriel,BRA,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coritiba,Brasileiro,Jean Gabriel (Coritiba)
Bernardo Lemes,BRA,MF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coritiba,Brasileiro,Bernardo Lemes (Coritiba)
Marcao,BRA,GK,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coritiba,Brasileiro,Marcao (Coritiba)
Jesús Trindade,URU,MF,29.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coritiba,Brasileiro,Jesús Trindade (Coritiba)
Jorge Vinicius,BRA,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coritiba,Brasileiro,Jorge Vinicius (Coritiba)
Rafael Cabral,BRA,GK,32.0,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,0.0,0,1.24,35.0,32.0,3.0,0.08,0.08,46.9,41.7,5.2,0.14,-0.69,Cruzeiro,Brasileiro,Rafael Cabral (Cruzeiro)
Luciano Castán,BRA,DF,33.0,36,3210.0,89.0,93.9,35.7,36,89.0,33,0,0.0,0,1.22,33.0,31.0,2.0,0.06,-0.37,45.0,39.4,5.6,0.16,-0.03,Cruzeiro,Brasileiro,Luciano Castán (Cruzeiro)
Marlon,BRA,DF,25.0,36,3198.0,89.0,93.5,35.5,36,89.0,31,0,0.0,0,1.14,32.0,31.0,1.0,0.03,-0.78,45.6,38.5,7.2,0.2,0.66,Cruzeiro,Brasileiro,Marlon (Cruzeiro)
William,BRA,DF,27.0,33,2647.0,80.0,77.4,29.4,31,84.0,24,2,28.0,1,1.33,29.0,21.0,8.0,0.27,0.85,38.8,29.4,9.4,0.32,0.71,Cruzeiro,Brasileiro,William (Cruzeiro)
Bruno Nascimento,BRA,"FW,MF",25.0,35,2820.0,81.0,82.5,31.3,30,89.0,24,5,32.0,0,1.26,29.0,25.0,4.0,0.13,0.28,42.0,34.5,7.5,0.24,0.46,Cruzeiro,Brasileiro,Bruno Nascimento (Cruzeiro)
Neris,BRA,DF,30.0,26,2113.0,81.0,61.8,23.5,24,86.0,20,2,27.0,9,1.23,19.0,18.0,1.0,0.04,-0.1,26.5,23.6,2.9,0.13,-0.09,Cruzeiro,Brasileiro,Neris (Cruzeiro)
Mateus Vital,BRA,MF,24.0,32,1883.0,59.0,55.1,20.9,23,73.0,6,9,22.0,0,1.19,17.0,17.0,0.0,0.0,-0.18,24.3,20.3,3.9,0.19,0.06,Cruzeiro,Brasileiro,Mateus Vital (Cruzeiro)
Machado,BRA,MF,27.0,35,2277.0,65.0,66.6,25.3,22,83.0,10,13,34.0,0,1.29,25.0,21.0,4.0,0.16,0.24,32.3,28.9,3.4,0.13,-0.08,Cruzeiro,Brasileiro,Machado (Cruzeiro)
Wesley,BRA,"FW,MF",23.0,29,1775.0,61.0,51.9,19.7,22,72.0,4,7,28.0,3,1.07,17.0,21.0,-4.0,-0.2,-0.59,20.5,24.2,-3.6,-0.18,-0.71,Cruzeiro,Brasileiro,Wesley (Cruzeiro)
Jussa,BRA,MF,26.0,24,1766.0,74.0,51.6,19.6,21,82.0,13,3,14.0,3,1.28,18.0,16.0,2.0,0.1,0.05,20.6,19.4,1.2,0.06,-0.2,Cruzeiro,Brasileiro,Jussa (Cruzeiro)
Lucas Silva,BRA,MF,29.0,20,1473.0,74.0,43.1,16.4,18,78.0,8,2,39.0,2,1.05,13.0,16.0,-3.0,-0.18,-0.46,18.3,16.7,1.6,0.1,-0.11,Cruzeiro,Brasileiro,Lucas Silva (Cruzeiro)
Arthur,BRA,"FW,MF",24.0,20,1350.0,68.0,39.5,15.0,17,73.0,2,3,38.0,1,1.1,10.0,12.0,-2.0,-0.13,-0.35,18.0,13.4,4.7,0.31,0.25,Cruzeiro,Brasileiro,Arthur (Cruzeiro)
Lucas Oliveira,BRA,DF,26.0,16,1310.0,82.0,38.3,14.6,15,85.0,11,1,33.0,13,1.25,13.0,12.0,1.0,0.07,-0.02,18.9,17.5,1.4,0.1,-0.1,Cruzeiro,Brasileiro,Lucas Oliveira (Cruzeiro)
Gilberto,BRA,FW,33.0,20,1093.0,55.0,32.0,12.1,14,68.0,3,6,24.0,3,1.3,15.0,11.0,4.0,0.33,0.37,15.3,13.1,2.2,0.18,0.04,Cruzeiro,Brasileiro,Gilberto (Cruzeiro)
Matheus Pereira,POR,"FW,MF",26.0,15,1022.0,68.0,29.9,11.4,12,80.0,4,3,21.0,0,1.27,9.0,8.0,1.0,0.09,0.01,13.8,9.0,4.8,0.42,0.38,Cruzeiro,Brasileiro,Matheus Pereira (Cruzeiro)
Nikão,BRA,"FW,MF",30.0,22,798.0,36.0,23.3,8.9,7,72.0,1,15,19.0,7,1.23,11.0,7.0,4.0,0.45,0.49,10.4,8.9,1.5,0.17,0.02,Cruzeiro,Brasileiro,Nikão (Cruzeiro)
Ian Luccas,BRA,MF,19.0,14,480.0,34.0,14.0,5.3,7,60.0,0,7,9.0,15,1.5,4.0,5.0,-1.0,-0.19,-0.31,7.2,5.7,1.5,0.29,0.15,Cruzeiro,Brasileiro,Ian Luccas (Cruzeiro)
Helibelton Palacios,COL,DF,29.0,10,629.0,63.0,18.4,7.0,6,82.0,3,4,34.0,14,0.6,3.0,8.0,-5.0,-0.72,-0.97,7.1,8.2,-1.1,-0.15,-0.38,Cruzeiro,Brasileiro,Helibelton Palacios (Cruzeiro)
Rafael Elias,BRA,FW,23.0,12,540.0,45.0,15.8,6.0,6,71.0,1,6,19.0,3,1.17,4.0,4.0,0.0,0.0,-0.09,6.0,5.1,0.9,0.15,-0.01,Cruzeiro,Brasileiro,Rafael Elias (Cruzeiro)
Neto Moura,BRA,MF,26.0,13,499.0,38.0,14.6,5.5,6,67.0,0,7,14.0,2,1.5,6.0,8.0,-2.0,-0.36,-0.51,8.5,9.6,-1.1,-0.21,-0.43,Cruzeiro,Brasileiro,Neto Moura (Cruzeiro)
Ramiro Benetti,BRA,MF,29.0,6,407.0,68.0,11.9,4.5,6,68.0,0,0,0.0,0,2.0,6.0,3.0,3.0,0.66,0.66,6.5,5.2,1.3,0.29,0.15,Cruzeiro,Brasileiro,Ramiro Benetti (Cruzeiro)
Richard,BRA,MF,28.0,4,345.0,86.0,10.1,3.8,4,86.0,3,0,0.0,0,2.25,7.0,3.0,4.0,1.04,1.07,5.5,4.6,0.9,0.23,0.08,Cruzeiro,Brasileiro,Richard (Cruzeiro)
João Wellington,BRA,MF,19.0,7,366.0,52.0,10.7,4.1,3,86.0,2,4,27.0,4,1.86,4.0,3.0,1.0,0.25,0.19,6.9,4.7,2.2,0.54,0.42,Cruzeiro,Brasileiro,João Wellington (Cruzeiro)
Kaiki,BRA,"DF,FW",19.0,8,228.0,29.0,6.7,2.5,3,62.0,0,5,8.0,21,1.13,2.0,3.0,-1.0,-0.39,-0.51,1.4,4.2,-2.8,-1.09,-1.34,Cruzeiro,Brasileiro,Kaiki (Cruzeiro)
Wallisson Luiz,BRA,MF,25.0,11,392.0,36.0,11.5,4.4,2,78.0,0,9,26.0,3,0.91,4.0,6.0,-2.0,-0.46,-0.61,7.3,6.9,0.3,0.08,-0.09,Cruzeiro,Brasileiro,Wallisson Luiz (Cruzeiro)
Henrique Dourado,BRA,FW,33.0,11,342.0,31.0,10.0,3.8,2,76.0,1,9,21.0,3,1.09,1.0,2.0,-1.0,-0.26,-0.38,7.3,5.2,2.1,0.56,0.44,Cruzeiro,Brasileiro,Henrique Dourado (Cruzeiro)
Stênio Toledo,BRA,"FW,MF",19.0,13,292.0,22.0,8.5,3.2,2,66.0,0,11,15.0,13,1.23,4.0,0.0,4.0,1.23,1.26,6.0,3.0,3.0,0.93,0.84,Cruzeiro,Brasileiro,Stênio Toledo (Cruzeiro)
Robert,BRA,"MF,FW",17.0,9,186.0,21.0,5.4,2.1,1,57.0,0,8,16.0,10,1.22,4.0,1.0,3.0,1.45,1.45,3.1,2.5,0.6,0.27,0.12,Cruzeiro,Brasileiro,Robert (Cruzeiro)
João Marcelo,BRA,DF,22.0,5,165.0,33.0,4.8,1.8,1,90.0,1,4,19.0,15,1.6,2.0,3.0,-1.0,-0.55,-0.66,2.1,2.7,-0.6,-0.33,-0.51,Cruzeiro,Brasileiro,João Marcelo (Cruzeiro)
Igor Marques,BRA,DF,24.0,4,119.0,30.0,3.5,1.3,1,57.0,0,3,21.0,9,1.0,3.0,2.0,1.0,0.76,0.7,1.5,3.1,-1.6,-1.21,-1.42,Cruzeiro,Brasileiro,Igor Marques (Cruzeiro)
Anderson,BRA,GK,24.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,0.0,34,1.33,1.0,0.0,1.0,1.0,0.95,0.9,0.1,0.8,0.84,0.69,Cruzeiro,Brasileiro,Anderson (Cruzeiro)
Rafael Bilu,BRA,FW,23.0,4,86.0,22.0,2.5,1.0,1,8.0,0,3,26.0,0,2.25,4.0,1.0,3.0,3.14,3.14,2.6,1.7,0.9,0.97,0.84,Cruzeiro,Brasileiro,Rafael Bilu (Cruzeiro)
Reynaldo Cesar Moraes,BRA,DF,26.0,2,66.0,33.0,1.9,0.7,1,56.0,0,1,10.0,11,3.0,2.0,0.0,2.0,2.73,2.7,1.4,1.0,0.5,0.64,0.5,Cruzeiro,Brasileiro,Reynaldo Cesar Moraes (Cruzeiro)
Fernando Henrique,BRA,MF,21.0,7,131.0,19.0,3.8,1.5,0,0.0,0,7,19.0,17,1.57,2.0,2.0,0.0,0.0,-0.08,3.4,3.0,0.4,0.27,0.11,Cruzeiro,Brasileiro,Fernando Henrique (Cruzeiro)
Paulo Vitor,BRA,"MF,DF",23.0,8,125.0,16.0,3.7,1.4,0,0.0,0,8,16.0,12,0.88,0.0,1.0,-1.0,-0.72,-0.83,2.2,2.2,0.0,-0.02,-0.19,Cruzeiro,Brasileiro,Paulo Vitor (Cruzeiro)
Daniel,BRA,MF,20.0,4,24.0,6.0,0.7,0.3,0,0.0,0,4,6.0,9,0.0,0.0,0.0,0.0,0.0,-0.08,1.2,0.4,0.8,2.87,2.73,Cruzeiro,Brasileiro,Daniel (Cruzeiro)
João Pedro,BRA,FW,19.0,1,13.0,13.0,0.4,0.1,0,0.0,0,1,13.0,4,1.0,0.0,0.0,0.0,0.0,-0.08,0.0,0.1,-0.1,-0.5,-0.66,Cruzeiro,Brasileiro,João Pedro (Cruzeiro)
Luis,BRA,FW,17.0,1,6.0,6.0,0.2,0.1,0,0.0,0,1,6.0,4,0.0,0.0,0.0,0.0,0.0,-0.08,0.1,0.0,0.1,2.01,1.86,Cruzeiro,Brasileiro,Luis (Cruzeiro)
Gabriel Mesquita,BRA,GK,24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzeiro,Brasileiro,Gabriel Mesquita (Cruzeiro)
Arielson,BRA,FW,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzeiro,Brasileiro,Arielson (Cruzeiro)
Wesley Gasolina,BRA,MF,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzeiro,Brasileiro,Wesley Gasolina (Cruzeiro)
Henrique,BRA,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzeiro,Brasileiro,Henrique (Cruzeiro)
Ruan Índio,BRA,FW,16.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzeiro,Brasileiro,Ruan Índio (Cruzeiro)
Juan,BRA,FW,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzeiro,Brasileiro,Juan (Cruzeiro)
Ruan Matheus,BRA,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzeiro,Brasileiro,Ruan Matheus (Cruzeiro)
Marllon Borges,BRA,DF,30.0,36,3240.0,90.0,94.7,36.0,36,90.0,36,0,0.0,0,1.39,39.0,36.0,3.0,0.08,1.08,36.8,40.1,-3.3,-0.09,0.03,Cuiabá,Brasileiro,Marllon Borges (Cuiabá)
Walter,BRA,GK,35.0,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,0.0,0,1.37,36.0,35.0,1.0,0.03,0.03,34.8,38.3,-3.5,-0.1,-0.09,Cuiabá,Brasileiro,Walter (Cuiabá)
Deyverson,BRA,FW,31.0,36,2906.0,81.0,85.0,32.3,34,84.0,19,2,27.0,0,1.39,30.0,33.0,-3.0,-0.09,-0.79,31.3,34.1,-2.8,-0.09,0.04,Cuiabá,Brasileiro,Deyverson (Cuiabá)
Raniele,BRA,"MF,DF",26.0,35,2885.0,82.0,84.4,32.1,34,83.0,19,1,48.0,0,1.4,33.0,31.0,2.0,0.06,0.23,31.9,34.3,-2.3,-0.07,0.13,Cuiabá,Brasileiro,Raniele (Cuiabá)
Matheus Alexandre,BRA,DF,23.0,35,2980.0,85.0,87.1,33.1,33,89.0,31,2,17.0,2,1.43,37.0,30.0,7.0,0.21,1.44,33.8,33.8,0.0,0.0,0.73,Cuiabá,Brasileiro,Matheus Alexandre (Cuiabá)
Alan Empereur,BRA,DF,28.0,33,2950.0,89.0,86.3,32.8,33,89.0,32,0,0.0,2,1.3,32.0,36.0,-4.0,-0.12,-1.08,31.9,36.6,-4.7,-0.14,-0.36,Cuiabá,Brasileiro,Alan Empereur (Cuiabá)
Rikelme,BRA,DF,19.0,31,2338.0,75.0,68.4,26.0,27,82.0,12,4,34.0,3,1.42,29.0,22.0,7.0,0.27,0.77,24.0,26.1,-2.1,-0.08,0.05,Cuiabá,Brasileiro,Rikelme (Cuiabá)
Denilson,BRA,MF,21.0,33,1908.0,58.0,55.8,21.2,23,72.0,4,10,25.0,3,1.24,18.0,18.0,0.0,0.0,-0.06,23.1,19.8,3.2,0.15,0.56,Cuiabá,Brasileiro,Denilson (Cuiabá)
Jonathan Cafu,BRA,"FW,MF",31.0,32,1708.0,53.0,49.9,19.0,23,66.0,0,9,20.0,2,1.44,19.0,18.0,1.0,0.05,0.05,17.5,19.8,-2.3,-0.12,-0.06,Cuiabá,Brasileiro,Jonathan Cafu (Cuiabá)
Clayson,BRA,"FW,MF",27.0,23,1639.0,71.0,47.9,18.2,22,73.0,3,1,32.0,0,1.57,20.0,14.0,6.0,0.33,0.58,17.6,16.5,1.1,0.06,0.3,Cuiabá,Brasileiro,Clayson (Cuiabá)
Fernando Sobral,BRA,MF,28.0,33,1903.0,58.0,55.6,21.1,21,74.0,6,12,29.0,3,1.27,21.0,20.0,1.0,0.05,0.05,20.2,23.0,-2.8,-0.13,-0.09,Cuiabá,Brasileiro,Fernando Sobral (Cuiabá)
Allyson Aires dos Santos,BRA,DF,32.0,16,1133.0,71.0,33.1,12.6,14,80.0,10,2,9.0,21,1.44,14.0,12.0,2.0,0.16,0.2,12.7,12.8,-0.1,-0.01,0.13,Cuiabá,Brasileiro,Allyson Aires dos Santos (Cuiabá)
Wellington Silva,BRA,FW,30.0,29,1336.0,46.0,39.1,14.8,13,75.0,3,16,22.0,5,1.38,17.0,20.0,-3.0,-0.2,-0.37,14.7,18.3,-3.6,-0.24,-0.25,Cuiabá,Brasileiro,Wellington Silva (Cuiabá)
Pablo Ceppelini,URU,MF,31.0,21,997.0,47.0,29.2,11.1,12,73.0,3,9,13.0,1,1.1,10.0,13.0,-3.0,-0.27,-0.42,10.5,11.7,-1.2,-0.11,-0.02,Cuiabá,Brasileiro,Pablo Ceppelini (Cuiabá)
Filipe Augusto,BRA,MF,29.0,27,1065.0,39.0,31.1,11.8,9,73.0,2,18,23.0,5,1.3,17.0,15.0,2.0,0.17,0.21,14.1,14.7,-0.6,-0.05,0.06,Cuiabá,Brasileiro,Filipe Augusto (Cuiabá)
Isidro Pitta,PAR,FW,23.0,29,823.0,28.0,24.1,9.1,7,69.0,1,22,15.0,9,1.45,14.0,8.0,6.0,0.66,0.83,11.0,11.8,-0.8,-0.09,0.01,Cuiabá,Brasileiro,Isidro Pitta (Cuiabá)
Lucas Mineiro,BRA,MF,26.0,16,612.0,38.0,17.9,6.8,7,60.0,0,9,21.0,3,1.44,6.0,7.0,-1.0,-0.15,-0.21,7.7,9.3,-1.6,-0.23,-0.17,Cuiabá,Brasileiro,Lucas Mineiro (Cuiabá)
